Metric,City,Estimate,Group,Estimate Margin of Error
"('One race',)","Tucson city, Arizona",95.00%,total_number_of_races_reported,±0.8
"('One race',)","Washington city, District of Columbia",97.40%,total_number_of_races_reported,±0.3
"('Two races',)","Albuquerque city, New Mexico",3.40%,total_number_of_races_reported,±0.6
"('Two races',)","Austin city, Texas",2.90%,total_number_of_races_reported,±0.4
"('Two races',)","Baltimore city, Maryland",2.10%,total_number_of_races_reported,±0.5
"('Two races',)","Boston city, Massachusetts",5.40%,total_number_of_races_reported,±0.9
"('Two races',)","Charlotte city, North Carolina",2.40%,total_number_of_races_reported,±0.3
"('Two races',)","Chicago city, Illinois",2.50%,total_number_of_races_reported,±0.2
"('Two races',)","Columbus city, Ohio",3.70%,total_number_of_races_reported,±0.5
"('Two races',)","Dallas city, Texas",2.80%,total_number_of_races_reported,±0.4
"('Two races',)","Denver city, Colorado",3.10%,total_number_of_races_reported,±0.5
"('Two races',)","Detroit city, Michigan",1.50%,total_number_of_races_reported,±0.3
"('Two races',)","El Paso city, Texas",2.50%,total_number_of_races_reported,±0.7
"('Two races',)","Fort Worth city, Texas",3.40%,total_number_of_races_reported,±0.6
"('Two races',)","Fresno city, California",3.70%,total_number_of_races_reported,±0.8
"('Two races',)","Houston city, Texas",2.00%,total_number_of_races_reported,±0.3
"('Two races',)","Indianapolis city (balance), Indiana",3.30%,total_number_of_races_reported,±0.5
"('Two races',)","Jacksonville city, Florida",3.40%,total_number_of_races_reported,±0.5
"('Two races',)","Las Vegas city, Nevada",4.20%,total_number_of_races_reported,±0.6
"('Two races',)","Los Angeles city, California",3.30%,total_number_of_races_reported,±0.2
"('Two races',)","Memphis city, Tennessee",1.30%,total_number_of_races_reported,±0.3
"('Two races',)","Milwaukee city, Wisconsin",3.90%,total_number_of_races_reported,±0.5
"('Two races',)","New York city, New York",3.30%,total_number_of_races_reported,±0.2
"('Two races',)","Oklahoma City city, Oklahoma",6.10%,total_number_of_races_reported,±0.6
"('Two races',)","Philadelphia city, Pennsylvania",2.90%,total_number_of_races_reported,±0.3
"('Two races',)","Phoenix city, Arizona",3.40%,total_number_of_races_reported,±0.4
"('Two races',)","Portland city, Oregon",4.80%,total_number_of_races_reported,±0.5
"('Two races',)","San Antonio city, Texas",2.20%,total_number_of_races_reported,±0.3
"('Two races',)","San Diego city, California",4.40%,total_number_of_races_reported,±0.4
"('Two races',)","San Francisco city, California",5.10%,total_number_of_races_reported,±0.4
"('Two races',)","San Jose city, California",4.90%,total_number_of_races_reported,±0.5
"('Two races',)","Seattle city, Washington",6.50%,total_number_of_races_reported,±0.8
"('Two races',)","Tucson city, Arizona",4.20%,total_number_of_races_reported,±0.7
"('Two races',)","Washington city, District of Columbia",2.30%,total_number_of_races_reported,±0.3
"('Three races',)","Albuquerque city, New Mexico",0.30%,total_number_of_races_reported,±0.2
"('Three races',)","Austin city, Texas",0.10%,total_number_of_races_reported,±0.1
"('Three races',)","Baltimore city, Maryland",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","Boston city, Massachusetts",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","Charlotte city, North Carolina",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","Chicago city, Illinois",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","Columbus city, Ohio",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","Dallas city, Texas",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","Denver city, Colorado",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","Detroit city, Michigan",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","El Paso city, Texas",0.10%,total_number_of_races_reported,±0.1
"('Three races',)","Fort Worth city, Texas",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","Fresno city, California",0.10%,total_number_of_races_reported,±0.1
"('Three races',)","Houston city, Texas",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","Indianapolis city (balance), Indiana",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","Jacksonville city, Florida",0.50%,total_number_of_races_reported,±0.3
"('Three races',)","Las Vegas city, Nevada",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","Los Angeles city, California",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","Memphis city, Tennessee",0.10%,total_number_of_races_reported,±0.1
"('Three races',)","Milwaukee city, Wisconsin",0.50%,total_number_of_races_reported,±0.2
"('Three races',)","New York city, New York",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","Oklahoma City city, Oklahoma",0.30%,total_number_of_races_reported,±0.2
"('Three races',)","Philadelphia city, Pennsylvania",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","Phoenix city, Arizona",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","Portland city, Oregon",0.50%,total_number_of_races_reported,±0.2
"('Three races',)","San Antonio city, Texas",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","San Diego city, California",0.40%,total_number_of_races_reported,±0.1
"('Three races',)","San Francisco city, California",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","San Jose city, California",0.40%,total_number_of_races_reported,±0.1
"('Three races',)","Seattle city, Washington",0.80%,total_number_of_races_reported,±0.3
"('Three races',)","Tucson city, Arizona",0.80%,total_number_of_races_reported,±0.4
"('Three races',)","Washington city, District of Columbia",0.30%,total_number_of_races_reported,±0.1
"('Four or more races',)","Albuquerque city, New Mexico",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Austin city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Baltimore city, Maryland",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Boston city, Massachusetts",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Charlotte city, North Carolina",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Chicago city, Illinois",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Columbus city, Ohio",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Dallas city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Denver city, Colorado",0.10%,total_number_of_races_reported,±0.1
"('Four or more races',)","Detroit city, Michigan",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","El Paso city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Fort Worth city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Fresno city, California",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Houston city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Indianapolis city (balance), Indiana",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Jacksonville city, Florida",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Las Vegas city, Nevada",0.10%,total_number_of_races_reported,±0.1
"('Four or more races',)","Los Angeles city, California",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Memphis city, Tennessee",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Milwaukee city, Wisconsin",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","New York city, New York",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Oklahoma City city, Oklahoma",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Philadelphia city, Pennsylvania",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Phoenix city, Arizona",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Portland city, Oregon",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","San Antonio city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","San Diego city, California",0.10%,total_number_of_races_reported,±0.1
"('Four or more races',)","San Francisco city, California",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","San Jose city, California",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Seattle city, Washington",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Tucson city, Arizona",0.10%,total_number_of_races_reported,±0.1
"('Four or more races',)","Washington city, District of Columbia",0.00%,total_number_of_races_reported,±0.1
"('Total population',)","Albuquerque city, New Mexico","559,270",sex_and_age,±40
"('Total population',)","Austin city, Texas","947,897",sex_and_age,±69
"('Total population',)","Baltimore city, Maryland","614,664",sex_and_age,*****
"('Total population',)","Boston city, Massachusetts","672,840",sex_and_age,"±3,173"
"('Total population',)","Charlotte city, North Carolina","842,029",sex_and_age,±96
"('Total population',)","Chicago city, Illinois","2,704,965",sex_and_age,±51
"('Total population',)","Columbus city, Ohio","862,643",sex_and_age,"±3,517"
"('Total population',)","Dallas city, Texas","1,317,942",sex_and_age,±102
"('Total population',)","Denver city, Colorado","693,060",sex_and_age,*****
"('Total population',)","Detroit city, Michigan","672,829",sex_and_age,±107
"('Total population',)","El Paso city, Texas","683,088",sex_and_age,±49
"('Total population',)","Fort Worth city, Texas","855,897",sex_and_age,"±2,918"
"('Total population',)","Fresno city, California","522,021",sex_and_age,±114
"('Total population',)","Houston city, Texas","2,304,388",sex_and_age,"±2,884"
"('Total population',)","Indianapolis city (balance), Indiana","852,506",sex_and_age,"±4,892"
"('Total population',)","Jacksonville city, Florida","880,623",sex_and_age,±26
"('Total population',)","Las Vegas city, Nevada","632,916",sex_and_age,±61
"('Total population',)","Los Angeles city, California","3,976,324",sex_and_age,±60
"('Total population',)","Memphis city, Tennessee","652,752",sex_and_age,±122
"('Total population',)","Milwaukee city, Wisconsin","595,070",sex_and_age,±71
"('Total population',)","New York city, New York","8,537,673",sex_and_age,*****
"('Total population',)","Oklahoma City city, Oklahoma","638,311",sex_and_age,±73
"('Total population',)","Philadelphia city, Pennsylvania","1,567,872",sex_and_age,*****
"('Total population',)","Phoenix city, Arizona","1,615,041",sex_and_age,±96
"('Total population',)","Portland city, Oregon","639,635",sex_and_age,"±1,164"
"('Total population',)","San Antonio city, Texas","1,492,494",sex_and_age,±86
"('Total population',)","San Diego city, California","1,406,622",sex_and_age,±73
"('Total population',)","San Francisco city, California","870,887",sex_and_age,*****
"('Total population',)","San Jose city, California","1,025,373",sex_and_age,±91
"('Total population',)","Seattle city, Washington","704,358",sex_and_age,±51
"('Total population',)","Tucson city, Arizona","530,690",sex_and_age,±77
"('Total population',)","Washington city, District of Columbia","681,170",sex_and_age,*****
"('Male',)","Albuquerque city, New Mexico",48.80%,sex_and_age,±0.4
"('Male',)","Austin city, Texas",50.70%,sex_and_age,±0.4
"('Male',)","Baltimore city, Maryland",47.00%,sex_and_age,±0.1
"('Male',)","Boston city, Massachusetts",48.00%,sex_and_age,±0.3
"('Male',)","Charlotte city, North Carolina",47.90%,sex_and_age,±0.3
"('Male',)","Chicago city, Illinois",48.50%,sex_and_age,±0.3
"('Male',)","Columbus city, Ohio",48.70%,sex_and_age,±0.4
"('Male',)","Dallas city, Texas",49.70%,sex_and_age,±0.4
"('Male',)","Denver city, Colorado",50.10%,sex_and_age,±0.1
"('Male',)","Detroit city, Michigan",47.70%,sex_and_age,±0.5
"('Male',)","El Paso city, Texas",48.90%,sex_and_age,±0.5
"('Male',)","Fort Worth city, Texas",49.30%,sex_and_age,±0.6
"('Male',)","Fresno city, California",48.60%,sex_and_age,±0.7
"('Male',)","Houston city, Texas",50.00%,sex_and_age,±0.4
"('Male',)","Indianapolis city (balance), Indiana",48.10%,sex_and_age,±0.2
"('Male',)","Jacksonville city, Florida",48.50%,sex_and_age,±0.2
"('Male',)","Las Vegas city, Nevada",49.90%,sex_and_age,±0.7
"('Male',)","Los Angeles city, California",49.30%,sex_and_age,±0.3
"('Male',)","Memphis city, Tennessee",47.50%,sex_and_age,±0.5
"('Male',)","Milwaukee city, Wisconsin",48.10%,sex_and_age,±0.4
"('Male',)","New York city, New York",47.70%,sex_and_age,±0.1
"('Male',)","Oklahoma City city, Oklahoma",48.90%,sex_and_age,±0.5
"('Male',)","Philadelphia city, Pennsylvania",47.40%,sex_and_age,±0.1
"('Male',)","Phoenix city, Arizona",49.60%,sex_and_age,±0.4
"('Male',)","Portland city, Oregon",49.50%,sex_and_age,±0.4
"('Male',)","San Antonio city, Texas",49.50%,sex_and_age,±0.3
"('Male',)","San Diego city, California",50.60%,sex_and_age,±0.4
"('Male',)","San Francisco city, California",51.00%,sex_and_age,±0.1
"('Male',)","San Jose city, California",50.80%,sex_and_age,±0.4
"('Male',)","Seattle city, Washington",50.30%,sex_and_age,±0.7
"('Male',)","Tucson city, Arizona",49.50%,sex_and_age,±0.7
"('Male',)","Washington city, District of Columbia",47.50%,sex_and_age,±0.1
"('Female',)","Albuquerque city, New Mexico",51.20%,sex_and_age,±0.4
"('Female',)","Austin city, Texas",49.30%,sex_and_age,±0.4
"('Female',)","Baltimore city, Maryland",53.00%,sex_and_age,±0.1
"('Female',)","Boston city, Massachusetts",52.00%,sex_and_age,±0.3
"('Female',)","Charlotte city, North Carolina",52.10%,sex_and_age,±0.3
"('Female',)","Chicago city, Illinois",51.50%,sex_and_age,±0.3
"('Female',)","Columbus city, Ohio",51.30%,sex_and_age,±0.4
"('Female',)","Dallas city, Texas",50.30%,sex_and_age,±0.4
"('Female',)","Denver city, Colorado",49.90%,sex_and_age,±0.1
"('Female',)","Detroit city, Michigan",52.30%,sex_and_age,±0.5
"('Female',)","El Paso city, Texas",51.10%,sex_and_age,±0.5
"('Female',)","Fort Worth city, Texas",50.70%,sex_and_age,±0.6
"('Female',)","Fresno city, California",51.40%,sex_and_age,±0.7
"('Female',)","Houston city, Texas",50.00%,sex_and_age,±0.4
"('Female',)","Indianapolis city (balance), Indiana",51.90%,sex_and_age,±0.2
"('Female',)","Jacksonville city, Florida",51.50%,sex_and_age,±0.2
"('Female',)","Las Vegas city, Nevada",50.10%,sex_and_age,±0.7
"('Female',)","Los Angeles city, California",50.70%,sex_and_age,±0.3
"('Female',)","Memphis city, Tennessee",52.50%,sex_and_age,±0.5
"('Female',)","Milwaukee city, Wisconsin",51.90%,sex_and_age,±0.4
"('Female',)","New York city, New York",52.30%,sex_and_age,±0.1
"('Female',)","Oklahoma City city, Oklahoma",51.10%,sex_and_age,±0.5
"('Female',)","Philadelphia city, Pennsylvania",52.60%,sex_and_age,±0.1
"('Female',)","Phoenix city, Arizona",50.40%,sex_and_age,±0.4
"('Female',)","Portland city, Oregon",50.50%,sex_and_age,±0.4
"('Female',)","San Antonio city, Texas",50.50%,sex_and_age,±0.3
"('Female',)","San Diego city, California",49.40%,sex_and_age,±0.4
"('Female',)","San Francisco city, California",49.00%,sex_and_age,±0.1
"('Female',)","San Jose city, California",49.20%,sex_and_age,±0.4
"('Female',)","Seattle city, Washington",49.70%,sex_and_age,±0.7
"('Female',)","Tucson city, Arizona",50.50%,sex_and_age,±0.7
"('Female',)","Washington city, District of Columbia",52.50%,sex_and_age,±0.1
"('Under 5 years',)","Albuquerque city, New Mexico",6.20%,sex_and_age,±0.3
"('Under 5 years',)","Austin city, Texas",7.10%,sex_and_age,±0.3
"('Under 5 years',)","Baltimore city, Maryland",6.60%,sex_and_age,±0.1
"('Under 5 years',)","Boston city, Massachusetts",5.20%,sex_and_age,±0.2
"('Under 5 years',)","Charlotte city, North Carolina",7.10%,sex_and_age,±0.2
"('Under 5 years',)","Chicago city, Illinois",6.40%,sex_and_age,±0.2
"('Under 5 years',)","Columbus city, Ohio",7.40%,sex_and_age,±0.3
"('Under 5 years',)","Dallas city, Texas",7.70%,sex_and_age,±0.3
"('Under 5 years',)","Denver city, Colorado",6.40%,sex_and_age,±0.1
"('Under 5 years',)","Detroit city, Michigan",7.60%,sex_and_age,±0.3
"('Under 5 years',)","El Paso city, Texas",7.90%,sex_and_age,±0.3
"('Under 5 years',)","Fort Worth city, Texas",8.20%,sex_and_age,±0.4
"('Under 5 years',)","Fresno city, California",8.60%,sex_and_age,±0.5
"('Under 5 years',)","Houston city, Texas",7.80%,sex_and_age,±0.3
"('Under 5 years',)","Indianapolis city (balance), Indiana",7.50%,sex_and_age,±0.2
"('Under 5 years',)","Jacksonville city, Florida",6.90%,sex_and_age,±0.1
"('Under 5 years',)","Las Vegas city, Nevada",6.60%,sex_and_age,±0.6
"('Under 5 years',)","Los Angeles city, California",5.90%,sex_and_age,±0.2
"('Under 5 years',)","Memphis city, Tennessee",7.30%,sex_and_age,±0.4
"('Under 5 years',)","Milwaukee city, Wisconsin",7.70%,sex_and_age,±0.3
"('Under 5 years',)","New York city, New York",6.50%,sex_and_age,±0.1
"('Under 5 years',)","Oklahoma City city, Oklahoma",7.70%,sex_and_age,±0.4
"('Under 5 years',)","Philadelphia city, Pennsylvania",6.90%,sex_and_age,±0.1
"('Under 5 years',)","Phoenix city, Arizona",7.60%,sex_and_age,±0.3
"('Under 5 years',)","Portland city, Oregon",5.60%,sex_and_age,±0.3
"('Under 5 years',)","San Antonio city, Texas",7.10%,sex_and_age,±0.2
"('Under 5 years',)","San Diego city, California",5.80%,sex_and_age,±0.3
"('Under 5 years',)","San Francisco city, California",4.60%,sex_and_age,±0.1
"('Under 5 years',)","San Jose city, California",6.30%,sex_and_age,±0.3
"('Under 5 years',)","Seattle city, Washington",4.50%,sex_and_age,±0.4
"('Under 5 years',)","Tucson city, Arizona",6.00%,sex_and_age,±0.4
"('Under 5 years',)","Washington city, District of Columbia",6.40%,sex_and_age,±0.1
"('5 to 17 years',)","Albuquerque city, New Mexico",16.80%,sex_and_age,±0.4
"('5 to 17 years',)","Austin city, Texas",14.30%,sex_and_age,±0.5
"('5 to 17 years',)","Baltimore city, Maryland",14.40%,sex_and_age,±0.1
"('5 to 17 years',)","Boston city, Massachusetts",10.90%,sex_and_age,±0.3
"('5 to 17 years',)","Charlotte city, North Carolina",17.30%,sex_and_age,±0.4
"('5 to 17 years',)","Chicago city, Illinois",14.80%,sex_and_age,±0.3
"('5 to 17 years',)","Columbus city, Ohio",15.60%,sex_and_age,±0.4
"('5 to 17 years',)","Dallas city, Texas",17.20%,sex_and_age,±0.5
"('5 to 17 years',)","Denver city, Colorado",13.90%,sex_and_age,±0.1
"('5 to 17 years',)","Detroit city, Michigan",18.10%,sex_and_age,±0.5
"('5 to 17 years',)","El Paso city, Texas",19.40%,sex_and_age,±0.5
"('5 to 17 years',)","Fort Worth city, Texas",20.20%,sex_and_age,±0.7
"('5 to 17 years',)","Fresno city, California",19.70%,sex_and_age,±0.7
"('5 to 17 years',)","Houston city, Texas",17.50%,sex_and_age,±0.4
"('5 to 17 years',)","Indianapolis city (balance), Indiana",17.30%,sex_and_age,±0.3
"('5 to 17 years',)","Jacksonville city, Florida",16.10%,sex_and_age,±0.2
"('5 to 17 years',)","Las Vegas city, Nevada",17.30%,sex_and_age,±0.8
"('5 to 17 years',)","Los Angeles city, California",14.90%,sex_and_age,±0.3
"('5 to 17 years',)","Memphis city, Tennessee",17.90%,sex_and_age,±0.5
"('5 to 17 years',)","Milwaukee city, Wisconsin",18.60%,sex_and_age,±0.4
"('5 to 17 years',)","New York city, New York",14.60%,sex_and_age,±0.1
"('5 to 17 years',)","Oklahoma City city, Oklahoma",18.20%,sex_and_age,±0.6
"('5 to 17 years',)","Philadelphia city, Pennsylvania",15.20%,sex_and_age,±0.1
"('5 to 17 years',)","Phoenix city, Arizona",19.40%,sex_and_age,±0.4
"('5 to 17 years',)","Portland city, Oregon",12.60%,sex_and_age,±0.4
"('5 to 17 years',)","San Antonio city, Texas",18.20%,sex_and_age,±0.3
"('5 to 17 years',)","San Diego city, California",14.00%,sex_and_age,±0.5
"('5 to 17 years',)","San Francisco city, California",9.00%,sex_and_age,±0.1
"('5 to 17 years',)","San Jose city, California",16.80%,sex_and_age,±0.5
"('5 to 17 years',)","Seattle city, Washington",10.60%,sex_and_age,±0.6
"('5 to 17 years',)","Tucson city, Arizona",15.60%,sex_and_age,±0.8
"('5 to 17 years',)","Washington city, District of Columbia",11.30%,sex_and_age,±0.1
"('18 to 24 years',)","Albuquerque city, New Mexico",9.10%,sex_and_age,±0.3
"('18 to 24 years',)","Austin city, Texas",10.50%,sex_and_age,±0.4
"('18 to 24 years',)","Baltimore city, Maryland",10.20%,sex_and_age,±0.1
"('18 to 24 years',)","Boston city, Massachusetts",15.00%,sex_and_age,±0.2
"('18 to 24 years',)","Charlotte city, North Carolina",9.50%,sex_and_age,±0.3
"('18 to 24 years',)","Chicago city, Illinois",10.20%,sex_and_age,±0.2
"('18 to 24 years',)","Columbus city, Ohio",11.10%,sex_and_age,±0.4
"('18 to 24 years',)","Dallas city, Texas",10.40%,sex_and_age,±0.4
"('18 to 24 years',)","Denver city, Colorado",8.30%,sex_and_age,±0.1
"('18 to 24 years',)","Detroit city, Michigan",10.40%,sex_and_age,±0.4
"('18 to 24 years',)","El Paso city, Texas",11.00%,sex_and_age,±0.4
"('18 to 24 years',)","Fort Worth city, Texas",9.40%,sex_and_age,±0.5
"('18 to 24 years',)","Fresno city, California",11.20%,sex_and_age,±0.6
"('18 to 24 years',)","Houston city, Texas",10.00%,sex_and_age,±0.3
"('18 to 24 years',)","Indianapolis city (balance), Indiana",9.70%,sex_and_age,±0.2
"('18 to 24 years',)","Jacksonville city, Florida",9.30%,sex_and_age,±0.1
"('18 to 24 years',)","Las Vegas city, Nevada",8.90%,sex_and_age,±0.5
"('18 to 24 years',)","Los Angeles city, California",10.40%,sex_and_age,±0.2
"('18 to 24 years',)","Memphis city, Tennessee",10.70%,sex_and_age,±0.3
"('18 to 24 years',)","Milwaukee city, Wisconsin",12.20%,sex_and_age,±0.4
"('18 to 24 years',)","New York city, New York",9.10%,sex_and_age,±0.1
"('18 to 24 years',)","Oklahoma City city, Oklahoma",9.40%,sex_and_age,±0.5
"('18 to 24 years',)","Philadelphia city, Pennsylvania",10.50%,sex_and_age,±0.1
"('18 to 24 years',)","Phoenix city, Arizona",9.90%,sex_and_age,±0.4
"('18 to 24 years',)","Portland city, Oregon",8.00%,sex_and_age,±0.4
"('18 to 24 years',)","San Antonio city, Texas",10.70%,sex_and_age,±0.2
"('18 to 24 years',)","San Diego city, California",12.10%,sex_and_age,±0.5
"('18 to 24 years',)","San Francisco city, California",7.30%,sex_and_age,±0.1
"('18 to 24 years',)","San Jose city, California",8.90%,sex_and_age,±0.4
"('18 to 24 years',)","Seattle city, Washington",11.30%,sex_and_age,±0.7
"('18 to 24 years',)","Tucson city, Arizona",15.50%,sex_and_age,±0.7
"('18 to 24 years',)","Washington city, District of Columbia",11.80%,sex_and_age,±0.1
"('25 to 34 years',)","Albuquerque city, New Mexico",15.60%,sex_and_age,±0.5
"('25 to 34 years',)","Austin city, Texas",22.60%,sex_and_age,±0.6
"('25 to 34 years',)","Baltimore city, Maryland",18.90%,sex_and_age,±0.1
"('25 to 34 years',)","Boston city, Massachusetts",24.30%,sex_and_age,±0.3
"('25 to 34 years',)","Charlotte city, North Carolina",17.70%,sex_and_age,±0.3
"('25 to 34 years',)","Chicago city, Illinois",19.70%,sex_and_age,±0.3
"('25 to 34 years',)","Columbus city, Ohio",20.90%,sex_and_age,±0.4
"('25 to 34 years',)","Dallas city, Texas",18.50%,sex_and_age,±0.4
