Metric,City,Estimate,Group,Estimate Margin of Error
"('Two races',)","Las Vegas city, Nevada",3.50%,total_number_of_races_reported,±0.5
"('Two races',)","Los Angeles city, California",3.40%,total_number_of_races_reported,±0.2
"('Two races',)","Memphis city, Tennessee",1.40%,total_number_of_races_reported,±0.3
"('Two races',)","Milwaukee city, Wisconsin",3.10%,total_number_of_races_reported,±0.4
"('Two races',)","New York city, New York",2.80%,total_number_of_races_reported,±0.1
"('Two races',)","Oklahoma City city, Oklahoma",6.90%,total_number_of_races_reported,±0.7
"('Two races',)","Philadelphia city, Pennsylvania",2.70%,total_number_of_races_reported,±0.3
"('Two races',)","Phoenix city, Arizona",2.60%,total_number_of_races_reported,±0.3
"('Two races',)","Portland city, Oregon",3.80%,total_number_of_races_reported,±0.5
"('Two races',)","San Antonio city, Texas",2.30%,total_number_of_races_reported,±0.3
"('Two races',)","San Diego city, California",4.20%,total_number_of_races_reported,±0.4
"('Two races',)","San Francisco city, California",4.50%,total_number_of_races_reported,±0.4
"('Two races',)","San Jose city, California",4.40%,total_number_of_races_reported,±0.5
"('Two races',)","Seattle city, Washington",5.20%,total_number_of_races_reported,±0.7
"('Two races',)","Tucson city, Arizona",4.00%,total_number_of_races_reported,±0.7
"('Two races',)","Washington city, District of Columbia",2.30%,total_number_of_races_reported,±0.4
"('Three races',)","Albuquerque city, New Mexico",0.30%,total_number_of_races_reported,±0.2
"('Three races',)","Austin city, Texas",0.10%,total_number_of_races_reported,±0.1
"('Three races',)","Baltimore city, Maryland",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","Boston city, Massachusetts",0.10%,total_number_of_races_reported,±0.1
"('Three races',)","Charlotte city, North Carolina",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","Chicago city, Illinois",0.10%,total_number_of_races_reported,±0.1
"('Three races',)","Columbus city, Ohio",0.40%,total_number_of_races_reported,±0.1
"('Three races',)","Dallas city, Texas",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","Denver city, Colorado",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","Detroit city, Michigan",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","El Paso city, Texas",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","Fort Worth city, Texas",0.10%,total_number_of_races_reported,±0.1
"('Three races',)","Fresno city, California",0.50%,total_number_of_races_reported,±0.2
"('Three races',)","Houston city, Texas",0.10%,total_number_of_races_reported,±0.1
"('Three races',)","Indianapolis city (balance), Indiana",0.10%,total_number_of_races_reported,±0.1
"('Three races',)","Jacksonville city, Florida",0.40%,total_number_of_races_reported,±0.2
"('Three races',)","Las Vegas city, Nevada",0.50%,total_number_of_races_reported,±0.2
"('Three races',)","Los Angeles city, California",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","Memphis city, Tennessee",0.10%,total_number_of_races_reported,±0.1
"('Three races',)","Milwaukee city, Wisconsin",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","New York city, New York",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","Oklahoma City city, Oklahoma",0.40%,total_number_of_races_reported,±0.1
"('Three races',)","Philadelphia city, Pennsylvania",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","Phoenix city, Arizona",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","Portland city, Oregon",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","San Antonio city, Texas",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","San Diego city, California",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","San Francisco city, California",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","San Jose city, California",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","Seattle city, Washington",0.60%,total_number_of_races_reported,±0.3
"('Three races',)","Tucson city, Arizona",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","Washington city, District of Columbia",0.20%,total_number_of_races_reported,±0.1
"('Four or more races',)","Albuquerque city, New Mexico",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Austin city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Baltimore city, Maryland",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Boston city, Massachusetts",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Charlotte city, North Carolina",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Chicago city, Illinois",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Columbus city, Ohio",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Dallas city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Denver city, Colorado",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Detroit city, Michigan",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","El Paso city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Fort Worth city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Fresno city, California",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Houston city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Indianapolis city (balance), Indiana",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Jacksonville city, Florida",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Las Vegas city, Nevada",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Los Angeles city, California",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Memphis city, Tennessee",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Milwaukee city, Wisconsin",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","New York city, New York",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Oklahoma City city, Oklahoma",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Philadelphia city, Pennsylvania",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Phoenix city, Arizona",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Portland city, Oregon",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","San Antonio city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","San Diego city, California",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","San Francisco city, California",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","San Jose city, California",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Seattle city, Washington",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Tucson city, Arizona",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Washington city, District of Columbia",0.00%,total_number_of_races_reported,±0.1
"('Total population',)","Albuquerque city, New Mexico","555,419",sex_and_age,±47
"('Total population',)","Austin city, Texas","842,595",sex_and_age,±63
"('Total population',)","Baltimore city, Maryland","621,342",sex_and_age,*****
"('Total population',)","Boston city, Massachusetts","637,516",sex_and_age,"±2,304"
"('Total population',)","Charlotte city, North Carolina","775,208",sex_and_age,±55
"('Total population',)","Chicago city, Illinois","2,714,844",sex_and_age,±50
"('Total population',)","Columbus city, Ohio","809,890",sex_and_age,"±2,805"
"('Total population',)","Dallas city, Texas","1,241,108",sex_and_age,±86
"('Total population',)","Denver city, Colorado","634,265",sex_and_age,*****
"('Total population',)","Detroit city, Michigan","701,524",sex_and_age,±68
"('Total population',)","El Paso city, Texas","672,534",sex_and_age,±39
"('Total population',)","Fort Worth city, Texas","782,027",sex_and_age,"±4,417"
"('Total population',)","Fresno city, California","505,870",sex_and_age,±71
"('Total population',)","Houston city, Texas","2,161,686",sex_and_age,"±2,285"
"('Total population',)","Indianapolis city (balance), Indiana","835,806",sex_and_age,"±3,492"
"('Total population',)","Jacksonville city, Florida","836,507",sex_and_age,±25
"('Total population',)","Las Vegas city, Nevada","596,440",sex_and_age,±87
"('Total population',)","Los Angeles city, California","3,857,786",sex_and_age,±56
"('Total population',)","Memphis city, Tennessee","655,141",sex_and_age,±74
"('Total population',)","Milwaukee city, Wisconsin","598,920",sex_and_age,±39
"('Total population',)","New York city, New York","8,336,697",sex_and_age,*****
"('Total population',)","Oklahoma City city, Oklahoma","599,309",sex_and_age,±270
"('Total population',)","Philadelphia city, Pennsylvania","1,547,607",sex_and_age,*****
"('Total population',)","Phoenix city, Arizona","1,488,759",sex_and_age,±90
"('Total population',)","Portland city, Oregon","603,650",sex_and_age,"±1,589"
"('Total population',)","San Antonio city, Texas","1,383,194",sex_and_age,±440
"('Total population',)","San Diego city, California","1,338,354",sex_and_age,±71
"('Total population',)","San Francisco city, California","825,863",sex_and_age,*****
"('Total population',)","San Jose city, California","982,783",sex_and_age,±81
"('Total population',)","Seattle city, Washington","634,541",sex_and_age,±58
"('Total population',)","Tucson city, Arizona","524,278",sex_and_age,±79
"('Total population',)","Washington city, District of Columbia","632,323",sex_and_age,*****
"('Male',)","Albuquerque city, New Mexico",48.50%,sex_and_age,±0.4
"('Male',)","Austin city, Texas",50.40%,sex_and_age,±0.5
"('Male',)","Baltimore city, Maryland",47.10%,sex_and_age,±0.1
"('Male',)","Boston city, Massachusetts",48.10%,sex_and_age,±0.3
"('Male',)","Charlotte city, North Carolina",48.10%,sex_and_age,±0.4
"('Male',)","Chicago city, Illinois",48.50%,sex_and_age,±0.3
"('Male',)","Columbus city, Ohio",48.80%,sex_and_age,±0.4
"('Male',)","Dallas city, Texas",50.50%,sex_and_age,±0.5
"('Male',)","Denver city, Colorado",50.00%,sex_and_age,±0.1
"('Male',)","Detroit city, Michigan",47.30%,sex_and_age,±0.5
"('Male',)","El Paso city, Texas",48.60%,sex_and_age,±0.4
"('Male',)","Fort Worth city, Texas",48.80%,sex_and_age,±0.5
"('Male',)","Fresno city, California",49.40%,sex_and_age,±0.7
"('Male',)","Houston city, Texas",50.20%,sex_and_age,±0.3
"('Male',)","Indianapolis city (balance), Indiana",48.20%,sex_and_age,±0.2
"('Male',)","Jacksonville city, Florida",48.40%,sex_and_age,±0.2
"('Male',)","Las Vegas city, Nevada",50.10%,sex_and_age,±0.9
"('Male',)","Los Angeles city, California",49.70%,sex_and_age,±0.3
"('Male',)","Memphis city, Tennessee",48.00%,sex_and_age,±0.4
"('Male',)","Milwaukee city, Wisconsin",48.10%,sex_and_age,±0.4
"('Male',)","New York city, New York",47.60%,sex_and_age,±0.1
"('Male',)","Oklahoma City city, Oklahoma",49.20%,sex_and_age,±0.5
"('Male',)","Philadelphia city, Pennsylvania",47.30%,sex_and_age,±0.1
"('Male',)","Phoenix city, Arizona",49.90%,sex_and_age,±0.4
"('Male',)","Portland city, Oregon",49.40%,sex_and_age,±0.4
"('Male',)","San Antonio city, Texas",48.70%,sex_and_age,±0.3
"('Male',)","San Diego city, California",50.10%,sex_and_age,±0.5
"('Male',)","San Francisco city, California",50.80%,sex_and_age,±0.1
"('Male',)","San Jose city, California",50.30%,sex_and_age,±0.4
"('Male',)","Seattle city, Washington",49.40%,sex_and_age,±0.7
"('Male',)","Tucson city, Arizona",49.60%,sex_and_age,±0.6
"('Male',)","Washington city, District of Columbia",47.30%,sex_and_age,±0.1
"('Female',)","Albuquerque city, New Mexico",51.50%,sex_and_age,±0.4
"('Female',)","Austin city, Texas",49.60%,sex_and_age,±0.5
"('Female',)","Baltimore city, Maryland",52.90%,sex_and_age,±0.1
"('Female',)","Boston city, Massachusetts",51.90%,sex_and_age,±0.3
"('Female',)","Charlotte city, North Carolina",51.90%,sex_and_age,±0.4
"('Female',)","Chicago city, Illinois",51.50%,sex_and_age,±0.3
"('Female',)","Columbus city, Ohio",51.20%,sex_and_age,±0.4
"('Female',)","Dallas city, Texas",49.50%,sex_and_age,±0.5
"('Female',)","Denver city, Colorado",50.00%,sex_and_age,±0.1
"('Female',)","Detroit city, Michigan",52.70%,sex_and_age,±0.5
"('Female',)","El Paso city, Texas",51.40%,sex_and_age,±0.4
"('Female',)","Fort Worth city, Texas",51.20%,sex_and_age,±0.5
"('Female',)","Fresno city, California",50.60%,sex_and_age,±0.7
"('Female',)","Houston city, Texas",49.80%,sex_and_age,±0.3
"('Female',)","Indianapolis city (balance), Indiana",51.80%,sex_and_age,±0.2
"('Female',)","Jacksonville city, Florida",51.60%,sex_and_age,±0.2
"('Female',)","Las Vegas city, Nevada",49.90%,sex_and_age,±0.9
"('Female',)","Los Angeles city, California",50.30%,sex_and_age,±0.3
"('Female',)","Memphis city, Tennessee",52.00%,sex_and_age,±0.4
"('Female',)","Milwaukee city, Wisconsin",51.90%,sex_and_age,±0.4
"('Female',)","New York city, New York",52.40%,sex_and_age,±0.1
"('Female',)","Oklahoma City city, Oklahoma",50.80%,sex_and_age,±0.5
"('Female',)","Philadelphia city, Pennsylvania",52.70%,sex_and_age,±0.1
"('Female',)","Phoenix city, Arizona",50.10%,sex_and_age,±0.4
"('Female',)","Portland city, Oregon",50.60%,sex_and_age,±0.4
"('Female',)","San Antonio city, Texas",51.30%,sex_and_age,±0.3
"('Female',)","San Diego city, California",49.90%,sex_and_age,±0.5
"('Female',)","San Francisco city, California",49.20%,sex_and_age,±0.1
"('Female',)","San Jose city, California",49.70%,sex_and_age,±0.4
"('Female',)","Seattle city, Washington",50.60%,sex_and_age,±0.7
"('Female',)","Tucson city, Arizona",50.40%,sex_and_age,±0.6
"('Female',)","Washington city, District of Columbia",52.70%,sex_and_age,±0.1
"('Under 5 years',)","Albuquerque city, New Mexico",6.70%,sex_and_age,±0.3
"('Under 5 years',)","Austin city, Texas",6.90%,sex_and_age,±0.4
"('Under 5 years',)","Baltimore city, Maryland",6.80%,sex_and_age,±0.1
"('Under 5 years',)","Boston city, Massachusetts",5.60%,sex_and_age,±0.2
"('Under 5 years',)","Charlotte city, North Carolina",7.60%,sex_and_age,±0.2
"('Under 5 years',)","Chicago city, Illinois",7.00%,sex_and_age,±0.2
"('Under 5 years',)","Columbus city, Ohio",7.70%,sex_and_age,±0.3
"('Under 5 years',)","Dallas city, Texas",8.10%,sex_and_age,±0.3
"('Under 5 years',)","Denver city, Colorado",7.40%,sex_and_age,±0.1
"('Under 5 years',)","Detroit city, Michigan",6.70%,sex_and_age,±0.3
"('Under 5 years',)","El Paso city, Texas",7.70%,sex_and_age,±0.3
"('Under 5 years',)","Fort Worth city, Texas",8.60%,sex_and_age,±0.6
"('Under 5 years',)","Fresno city, California",8.90%,sex_and_age,±0.5
"('Under 5 years',)","Houston city, Texas",7.80%,sex_and_age,±0.3
"('Under 5 years',)","Indianapolis city (balance), Indiana",7.60%,sex_and_age,±0.2
"('Under 5 years',)","Jacksonville city, Florida",7.00%,sex_and_age,±0.1
"('Under 5 years',)","Las Vegas city, Nevada",6.50%,sex_and_age,±0.4
"('Under 5 years',)","Los Angeles city, California",6.60%,sex_and_age,±0.2
"('Under 5 years',)","Memphis city, Tennessee",7.50%,sex_and_age,±0.3
"('Under 5 years',)","Milwaukee city, Wisconsin",8.00%,sex_and_age,±0.3
"('Under 5 years',)","New York city, New York",6.50%,sex_and_age,±0.1
"('Under 5 years',)","Oklahoma City city, Oklahoma",8.10%,sex_and_age,±0.4
"('Under 5 years',)","Philadelphia city, Pennsylvania",6.90%,sex_and_age,±0.1
"('Under 5 years',)","Phoenix city, Arizona",7.90%,sex_and_age,±0.3
"('Under 5 years',)","Portland city, Oregon",5.70%,sex_and_age,±0.3
"('Under 5 years',)","San Antonio city, Texas",7.20%,sex_and_age,±0.2
"('Under 5 years',)","San Diego city, California",6.20%,sex_and_age,±0.3
"('Under 5 years',)","San Francisco city, California",4.50%,sex_and_age,±0.1
"('Under 5 years',)","San Jose city, California",7.00%,sex_and_age,±0.3
"('Under 5 years',)","Seattle city, Washington",5.40%,sex_and_age,±0.5
"('Under 5 years',)","Tucson city, Arizona",6.20%,sex_and_age,±0.4
"('Under 5 years',)","Washington city, District of Columbia",6.20%,sex_and_age,±0.1
"('5 to 17 years',)","Albuquerque city, New Mexico",17.10%,sex_and_age,±0.4
"('5 to 17 years',)","Austin city, Texas",14.70%,sex_and_age,±0.5
"('5 to 17 years',)","Baltimore city, Maryland",14.70%,sex_and_age,±0.1
"('5 to 17 years',)","Boston city, Massachusetts",11.70%,sex_and_age,±0.3
"('5 to 17 years',)","Charlotte city, North Carolina",17.30%,sex_and_age,±0.3
"('5 to 17 years',)","Chicago city, Illinois",15.50%,sex_and_age,±0.3
"('5 to 17 years',)","Columbus city, Ohio",15.20%,sex_and_age,±0.4
"('5 to 17 years',)","Dallas city, Texas",17.40%,sex_and_age,±0.5
"('5 to 17 years',)","Denver city, Colorado",14.40%,sex_and_age,±0.1
"('5 to 17 years',)","Detroit city, Michigan",18.70%,sex_and_age,±0.4
"('5 to 17 years',)","El Paso city, Texas",20.60%,sex_and_age,±0.4
"('5 to 17 years',)","Fort Worth city, Texas",20.20%,sex_and_age,±0.8
"('5 to 17 years',)","Fresno city, California",20.80%,sex_and_age,±0.7
"('5 to 17 years',)","Houston city, Texas",17.80%,sex_and_age,±0.4
"('5 to 17 years',)","Indianapolis city (balance), Indiana",17.30%,sex_and_age,±0.2
"('5 to 17 years',)","Jacksonville city, Florida",16.20%,sex_and_age,±0.2
"('5 to 17 years',)","Las Vegas city, Nevada",17.30%,sex_and_age,±0.8
"('5 to 17 years',)","Los Angeles city, California",15.90%,sex_and_age,±0.2
"('5 to 17 years',)","Memphis city, Tennessee",17.40%,sex_and_age,±0.4
"('5 to 17 years',)","Milwaukee city, Wisconsin",19.20%,sex_and_age,±0.4
"('5 to 17 years',)","New York city, New York",14.90%,sex_and_age,±0.1
"('5 to 17 years',)","Oklahoma City city, Oklahoma",17.50%,sex_and_age,±0.5
"('5 to 17 years',)","Philadelphia city, Pennsylvania",15.60%,sex_and_age,±0.1
"('5 to 17 years',)","Phoenix city, Arizona",19.30%,sex_and_age,±0.5
"('5 to 17 years',)","Portland city, Oregon",13.50%,sex_and_age,±0.4
"('5 to 17 years',)","San Antonio city, Texas",18.80%,sex_and_age,±0.3
"('5 to 17 years',)","San Diego city, California",14.60%,sex_and_age,±0.4
"('5 to 17 years',)","San Francisco city, California",8.90%,sex_and_age,±0.1
"('5 to 17 years',)","San Jose city, California",17.30%,sex_and_age,±0.4
"('5 to 17 years',)","Seattle city, Washington",9.90%,sex_and_age,±0.6
"('5 to 17 years',)","Tucson city, Arizona",16.10%,sex_and_age,±0.7
"('5 to 17 years',)","Washington city, District of Columbia",11.10%,sex_and_age,±0.1
"('18 to 24 years',)","Albuquerque city, New Mexico",10.40%,sex_and_age,±0.3
"('18 to 24 years',)","Austin city, Texas",13.20%,sex_and_age,±0.4
"('18 to 24 years',)","Baltimore city, Maryland",11.90%,sex_and_age,±0.1
"('18 to 24 years',)","Boston city, Massachusetts",17.50%,sex_and_age,±0.2
"('18 to 24 years',)","Charlotte city, North Carolina",10.10%,sex_and_age,±0.2
"('18 to 24 years',)","Chicago city, Illinois",10.80%,sex_and_age,±0.3
"('18 to 24 years',)","Columbus city, Ohio",12.70%,sex_and_age,±0.4
"('18 to 24 years',)","Dallas city, Texas",10.30%,sex_and_age,±0.4
"('18 to 24 years',)","Denver city, Colorado",9.20%,sex_and_age,±0.1
"('18 to 24 years',)","Detroit city, Michigan",12.40%,sex_and_age,±0.5
"('18 to 24 years',)","El Paso city, Texas",11.10%,sex_and_age,±0.4
"('18 to 24 years',)","Fort Worth city, Texas",9.80%,sex_and_age,±0.6
"('18 to 24 years',)","Fresno city, California",11.40%,sex_and_age,±0.6
"('18 to 24 years',)","Houston city, Texas",10.50%,sex_and_age,±0.3
"('18 to 24 years',)","Indianapolis city (balance), Indiana",10.40%,sex_and_age,±0.1
"('18 to 24 years',)","Jacksonville city, Florida",10.50%,sex_and_age,±0.1
"('18 to 24 years',)","Las Vegas city, Nevada",9.60%,sex_and_age,±0.6
"('18 to 24 years',)","Los Angeles city, California",11.10%,sex_and_age,±0.3
"('18 to 24 years',)","Memphis city, Tennessee",11.70%,sex_and_age,±0.4
"('18 to 24 years',)","Milwaukee city, Wisconsin",13.10%,sex_and_age,±0.4
"('18 to 24 years',)","New York city, New York",10.20%,sex_and_age,±0.1
"('18 to 24 years',)","Oklahoma City city, Oklahoma",9.50%,sex_and_age,±0.5
"('18 to 24 years',)","Philadelphia city, Pennsylvania",12.60%,sex_and_age,±0.1
"('18 to 24 years',)","Phoenix city, Arizona",10.60%,sex_and_age,±0.5
"('18 to 24 years',)","Portland city, Oregon",8.40%,sex_and_age,±0.4
"('18 to 24 years',)","San Antonio city, Texas",11.30%,sex_and_age,±0.3
"('18 to 24 years',)","San Diego city, California",12.90%,sex_and_age,±0.4
"('18 to 24 years',)","San Francisco city, California",8.50%,sex_and_age,±0.1
"('18 to 24 years',)","San Jose city, California",9.30%,sex_and_age,±0.4
"('18 to 24 years',)","Seattle city, Washington",11.00%,sex_and_age,±0.8
"('18 to 24 years',)","Tucson city, Arizona",14.80%,sex_and_age,±0.5
"('18 to 24 years',)","Washington city, District of Columbia",13.20%,sex_and_age,±0.1
"('25 to 34 years',)","Albuquerque city, New Mexico",15.60%,sex_and_age,±0.4
"('25 to 34 years',)","Austin city, Texas",21.20%,sex_and_age,±0.5
"('25 to 34 years',)","Baltimore city, Maryland",17.60%,sex_and_age,±0.1
"('25 to 34 years',)","Boston city, Massachusetts",22.00%,sex_and_age,±0.3
"('25 to 34 years',)","Charlotte city, North Carolina",17.60%,sex_and_age,±0.3
"('25 to 34 years',)","Chicago city, Illinois",18.80%,sex_and_age,±0.3
"('25 to 34 years',)","Columbus city, Ohio",19.90%,sex_and_age,±0.5
"('25 to 34 years',)","Dallas city, Texas",18.60%,sex_and_age,±0.4
