Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('Total housing units',)","Milwaukee city, Wisconsin","259,687",housing_occupancy,"±3,350","259,687",(X)
"('Total housing units',)","Minneapolis city, Minnesota","187,553",housing_occupancy,"±3,604","187,553",(X)
"('Total housing units',)","New Orleans city, Louisiana","191,620",housing_occupancy,"±1,025","191,620",(X)
"('Total housing units',)","New York city, New York","3,519,453",housing_occupancy,"±3,075","3,519,453",(X)
"('Total housing units',)","Newark city, New Jersey","114,061",housing_occupancy,"±2,918","114,061",(X)
"('Total housing units',)","Oakland city, California","181,161",housing_occupancy,"±3,791","181,161",(X)
"('Total housing units',)","Oklahoma City city, Oklahoma","277,140",housing_occupancy,"±3,617","277,140",(X)
"('Total housing units',)","Omaha city, Nebraska","200,238",housing_occupancy,"±1,695","200,238",(X)
"('Total housing units',)","Orlando city, Florida","137,280",housing_occupancy,"±5,062","137,280",(X)
"('Total housing units',)","Philadelphia city, Pennsylvania","688,846",housing_occupancy,"±1,794","688,846",(X)
"('Total housing units',)","Phoenix city, Arizona","627,844",housing_occupancy,"±7,620","627,844",(X)
"('Total housing units',)","Pittsburgh city, Pennsylvania","160,248",housing_occupancy,"±3,978","160,248",(X)
"('Total housing units',)","Plano city, Texas","110,239",housing_occupancy,"±3,207","110,239",(X)
"('Total housing units',)","Portland city, Oregon","294,678",housing_occupancy,"±2,707","294,678",(X)
"('Total housing units',)","Raleigh city, North Carolina","209,792",housing_occupancy,"±3,397","209,792",(X)
"('Total housing units',)","Riverside city, California","92,992",housing_occupancy,"±3,128","92,992",(X)
"('Total housing units',)","Sacramento city, California","194,998",housing_occupancy,"±3,864","194,998",(X)
"('Total housing units',)","San Antonio city, Texas","556,760",housing_occupancy,"±3,931","556,760",(X)
"('Total housing units',)","San Diego city, California","554,896",housing_occupancy,"±6,424","554,896",(X)
"('Total housing units',)","San Francisco city, California","401,478",housing_occupancy,"±1,638","401,478",(X)
"('Total housing units',)","San Jose city, California","341,806",housing_occupancy,"±4,015","341,806",(X)
"('Total housing units',)","Santa Ana city, California","81,153",housing_occupancy,"±2,464","81,153",(X)
"('Total housing units',)","Seattle city, Washington","360,579",housing_occupancy,"±5,956","360,579",(X)
"('Total housing units',)","St. Louis city, Missouri","177,169",housing_occupancy,"±1,183","177,169",(X)
"('Total housing units',)","St. Paul city, Minnesota","124,176",housing_occupancy,"±2,714","124,176",(X)
"('Total housing units',)","Stockton city, California","101,928",housing_occupancy,"±2,537","101,928",(X)
"('Total housing units',)","Tampa city, Florida","171,855",housing_occupancy,"±3,666","171,855",(X)
"('Total housing units',)","Tucson city, Arizona","239,420",housing_occupancy,"±4,299","239,420",(X)
"('Total housing units',)","Tulsa city, Oklahoma","189,664",housing_occupancy,"±2,043","189,664",(X)
"('Total housing units',)","Virginia Beach city, Virginia","186,134",housing_occupancy,±808,"186,134",(X)
"('Total housing units',)","Washington city, District of Columbia","319,579",housing_occupancy,±105,"319,579",(X)
"('Total housing units',)","Wichita city, Kansas","174,473",housing_occupancy,"±1,988","174,473",(X)
"('Occupied housing units',)","Albuquerque city, New Mexico","228,491",housing_occupancy,"±3,231",91.90%,±1.2
"('Occupied housing units',)","Anaheim city, California","101,547",housing_occupancy,"±2,857",93.30%,±1.3
"('Occupied housing units',)","Anchorage municipality, Alaska","105,285",housing_occupancy,"±2,132",89.00%,±1.8
"('Occupied housing units',)","Arlington city, Texas","135,867",housing_occupancy,"±3,781",93.70%,±1.2
"('Occupied housing units',)","Atlanta city, Georgia","211,819",housing_occupancy,"±5,020",82.90%,±1.6
"('Occupied housing units',)","Aurora city, Colorado","133,217",housing_occupancy,"±3,047",96.50%,±0.8
"('Occupied housing units',)","Austin city, Texas","390,395",housing_occupancy,"±6,082",91.80%,±0.9
"('Occupied housing units',)","Bakersfield city, California","121,615",housing_occupancy,"±3,390",93.50%,±1.2
"('Occupied housing units',)","Baltimore city, Maryland","237,204",housing_occupancy,"±3,359",80.80%,±1.1
"('Occupied housing units',)","Boston city, Massachusetts","274,674",housing_occupancy,"±3,813",91.70%,±1.0
"('Occupied housing units',)","Charlotte city, North Carolina","335,918",housing_occupancy,"±4,538",91.40%,±1.0
"('Occupied housing units',)","Chicago city, Illinois","1,077,886",housing_occupancy,"±10,443",87.80%,±0.6
"('Occupied housing units',)","Cincinnati city, Ohio","138,767",housing_occupancy,"±3,775",86.00%,±1.4
"('Occupied housing units',)","Cleveland city, Ohio","173,025",housing_occupancy,"±3,916",80.90%,±1.3
"('Occupied housing units',)","Colorado Springs city, Colorado","181,745",housing_occupancy,"±2,968",94.80%,±1.2
"('Occupied housing units',)","Columbus city, Ohio","366,034",housing_occupancy,"±4,518",92.10%,±0.9
"('Occupied housing units',)","Corpus Christi city, Texas","116,456",housing_occupancy,"±2,582",88.10%,±1.9
"('Occupied housing units',)","Dallas city, Texas","521,198",housing_occupancy,"±6,967",88.20%,±0.8
"('Occupied housing units',)","Denver city, Colorado","310,324",housing_occupancy,"±3,035",93.80%,±0.8
"('Occupied housing units',)","Detroit city, Michigan","266,333",housing_occupancy,"±4,358",73.40%,±0.9
"('Occupied housing units',)","Durham city, North Carolina","112,342",housing_occupancy,"±2,632",91.50%,±1.7
"('Occupied housing units',)","El Paso city, Texas","227,506",housing_occupancy,"±3,697",90.20%,±1.3
"('Occupied housing units',)","Fort Worth city, Texas","308,188",housing_occupancy,"±5,602",91.40%,±1.0
"('Occupied housing units',)","Fresno city, California","171,209",housing_occupancy,"±2,949",93.50%,±0.9
"('Occupied housing units',)","Greensboro city, North Carolina","119,838",housing_occupancy,"±3,048",90.30%,±1.6
"('Occupied housing units',)","Henderson city, Nevada","120,678",housing_occupancy,"±3,028",90.70%,±1.5
"('Occupied housing units',)","Houston city, Texas","849,105",housing_occupancy,"±8,526",86.90%,±0.6
"('Occupied housing units',)","Indianapolis city (balance), Indiana","339,536",housing_occupancy,"±4,276",87.70%,±0.9
"('Occupied housing units',)","Irvine city, California","100,150",housing_occupancy,"±2,775",92.30%,±2.2
"('Occupied housing units',)","Jacksonville city, Florida","345,865",housing_occupancy,"±4,659",89.00%,±1.1
"('Occupied housing units',)","Jersey City city, New Jersey","102,353",housing_occupancy,"±2,977",92.40%,±1.4
"('Occupied housing units',)","Kansas City city, Missouri","207,377",housing_occupancy,"±3,927",87.90%,±1.2
"('Occupied housing units',)","Las Vegas city, Nevada","234,592",housing_occupancy,"±4,636",90.70%,±0.9
"('Occupied housing units',)","Lincoln city, Nebraska","114,870",housing_occupancy,"±1,846",93.90%,±1.4
"('Occupied housing units',)","Long Beach city, California","173,432",housing_occupancy,"±4,300",94.50%,±0.9
"('Occupied housing units',)","Los Angeles city, California","1,382,293",housing_occupancy,"±10,951",92.00%,±0.4
"('Occupied housing units',)","Memphis city, Tennessee","252,517",housing_occupancy,"±4,720",84.10%,±1.1
"('Occupied housing units',)","Mesa city, Arizona","185,509",housing_occupancy,"±3,765",85.30%,±1.4
"('Occupied housing units',)","Miami city, Florida","182,631",housing_occupancy,"±4,578",86.50%,±1.3
"('Occupied housing units',)","Milwaukee city, Wisconsin","231,041",housing_occupancy,"±3,287",89.00%,±0.9
"('Occupied housing units',)","Minneapolis city, Minnesota","175,233",housing_occupancy,"±3,758",93.40%,±1.1
"('Occupied housing units',)","New Orleans city, Louisiana","155,104",housing_occupancy,"±2,460",80.90%,±1.2
"('Occupied housing units',)","New York city, New York","3,184,496",housing_occupancy,"±11,009",90.50%,±0.3
"('Occupied housing units',)","Newark city, New Jersey","101,689",housing_occupancy,"±2,837",89.20%,±1.2
"('Occupied housing units',)","Oakland city, California","165,590",housing_occupancy,"±3,374",91.40%,±1.3
"('Occupied housing units',)","Oklahoma City city, Oklahoma","245,772",housing_occupancy,"±3,560",88.70%,±1.0
"('Occupied housing units',)","Omaha city, Nebraska","184,831",housing_occupancy,"±2,451",92.30%,±1.0
"('Occupied housing units',)","Orlando city, Florida","114,176",housing_occupancy,"±4,361",83.20%,±1.8
"('Occupied housing units',)","Philadelphia city, Pennsylvania","608,233",housing_occupancy,"±5,554",88.30%,±0.7
"('Occupied housing units',)","Phoenix city, Arizona","574,645",housing_occupancy,"±7,444",91.50%,±0.7
"('Occupied housing units',)","Pittsburgh city, Pennsylvania","141,881",housing_occupancy,"±3,396",88.50%,±1.4
"('Occupied housing units',)","Plano city, Texas","102,778",housing_occupancy,"±2,774",93.20%,±1.5
"('Occupied housing units',)","Portland city, Oregon","273,607",housing_occupancy,"±3,339",92.80%,±1.0
"('Occupied housing units',)","Raleigh city, North Carolina","188,941",housing_occupancy,"±3,867",90.10%,±1.3
"('Occupied housing units',)","Riverside city, California","87,341",housing_occupancy,"±2,965",93.90%,±1.4
"('Occupied housing units',)","Sacramento city, California","182,677",housing_occupancy,"±3,860",93.70%,±1.0
"('Occupied housing units',)","San Antonio city, Texas","509,964",housing_occupancy,"±5,167",91.60%,±0.7
"('Occupied housing units',)","San Diego city, California","513,698",housing_occupancy,"±6,704",92.60%,±0.7
"('Occupied housing units',)","San Francisco city, California","362,827",housing_occupancy,"±5,010",90.40%,±1.1
"('Occupied housing units',)","San Jose city, California","327,848",housing_occupancy,"±4,136",95.90%,±0.8
"('Occupied housing units',)","Santa Ana city, California","78,786",housing_occupancy,"±2,383",97.10%,±1.2
"('Occupied housing units',)","Seattle city, Washington","338,002",housing_occupancy,"±5,763",93.70%,±0.9
"('Occupied housing units',)","St. Louis city, Missouri","144,295",housing_occupancy,"±2,502",81.40%,±1.5
"('Occupied housing units',)","St. Paul city, Minnesota","115,858",housing_occupancy,"±3,008",93.30%,±1.2
"('Occupied housing units',)","Stockton city, California","95,557",housing_occupancy,"±2,477",93.70%,±1.2
"('Occupied housing units',)","Tampa city, Florida","154,047",housing_occupancy,"±3,606",89.60%,±1.3
"('Occupied housing units',)","Tucson city, Arizona","209,383",housing_occupancy,"±4,500",87.50%,±1.2
"('Occupied housing units',)","Tulsa city, Oklahoma","163,083",housing_occupancy,"±1,823",86.00%,±0.7
"('Occupied housing units',)","Virginia Beach city, Virginia","172,183",housing_occupancy,"±2,346",92.50%,±1.2
"('Occupied housing units',)","Washington city, District of Columbia","287,476",housing_occupancy,"±2,752",90.00%,±0.9
"('Occupied housing units',)","Wichita city, Kansas","154,512",housing_occupancy,"±2,950",88.60%,±1.6
"('Vacant housing units',)","Albuquerque city, New Mexico","20,190",housing_occupancy,"±3,041",8.10%,±1.2
"('Vacant housing units',)","Anaheim city, California","7,255",housing_occupancy,"±1,477",6.70%,±1.3
"('Vacant housing units',)","Anchorage municipality, Alaska","12,948",housing_occupancy,"±2,179",11.00%,±1.8
"('Vacant housing units',)","Arlington city, Texas","9,154",housing_occupancy,"±1,892",6.30%,±1.2
"('Vacant housing units',)","Atlanta city, Georgia","43,614",housing_occupancy,"±4,334",17.10%,±1.6
"('Vacant housing units',)","Aurora city, Colorado","4,901",housing_occupancy,"±1,179",3.50%,±0.8
"('Vacant housing units',)","Austin city, Texas","34,681",housing_occupancy,"±3,750",8.20%,±0.9
"('Vacant housing units',)","Bakersfield city, California","8,488",housing_occupancy,"±1,584",6.50%,±1.2
"('Vacant housing units',)","Baltimore city, Maryland","56,429",housing_occupancy,"±3,282",19.20%,±1.1
"('Vacant housing units',)","Boston city, Massachusetts","24,798",housing_occupancy,"±2,923",8.30%,±1.0
"('Vacant housing units',)","Charlotte city, North Carolina","31,526",housing_occupancy,"±3,867",8.60%,±1.0
"('Vacant housing units',)","Chicago city, Illinois","149,280",housing_occupancy,"±7,404",12.20%,±0.6
"('Vacant housing units',)","Cincinnati city, Ohio","22,662",housing_occupancy,"±2,349",14.00%,±1.4
"('Vacant housing units',)","Cleveland city, Ohio","40,917",housing_occupancy,"±3,095",19.10%,±1.3
"('Vacant housing units',)","Colorado Springs city, Colorado","10,065",housing_occupancy,"±2,309",5.20%,±1.2
"('Vacant housing units',)","Columbus city, Ohio","31,274",housing_occupancy,"±3,455",7.90%,±0.9
"('Vacant housing units',)","Corpus Christi city, Texas","15,697",housing_occupancy,"±2,493",11.90%,±1.9
"('Vacant housing units',)","Dallas city, Texas","69,409",housing_occupancy,"±4,872",11.80%,±0.8
"('Vacant housing units',)","Denver city, Colorado","20,560",housing_occupancy,"±2,691",6.20%,±0.8
"('Vacant housing units',)","Detroit city, Michigan","96,530",housing_occupancy,"±3,569",26.60%,±0.9
"('Vacant housing units',)","Durham city, North Carolina","10,472",housing_occupancy,"±2,070",8.50%,±1.7
"('Vacant housing units',)","El Paso city, Texas","24,750",housing_occupancy,"±3,341",9.80%,±1.3
"('Vacant housing units',)","Fort Worth city, Texas","28,884",housing_occupancy,"±3,364",8.60%,±1.0
"('Vacant housing units',)","Fresno city, California","11,821",housing_occupancy,"±1,650",6.50%,±0.9
"('Vacant housing units',)","Greensboro city, North Carolina","12,883",housing_occupancy,"±2,153",9.70%,±1.6
"('Vacant housing units',)","Henderson city, Nevada","12,402",housing_occupancy,"±2,132",9.30%,±1.5
"('Vacant housing units',)","Houston city, Texas","127,640",housing_occupancy,"±5,925",13.10%,±0.6
"('Vacant housing units',)","Indianapolis city (balance), Indiana","47,566",housing_occupancy,"±3,507",12.30%,±0.9
"('Vacant housing units',)","Irvine city, California","8,313",housing_occupancy,"±2,613",7.70%,±2.2
"('Vacant housing units',)","Jacksonville city, Florida","42,923",housing_occupancy,"±4,251",11.00%,±1.1
"('Vacant housing units',)","Jersey City city, New Jersey","8,448",housing_occupancy,"±1,634",7.60%,±1.4
"('Vacant housing units',)","Kansas City city, Missouri","28,677",housing_occupancy,"±2,984",12.10%,±1.2
"('Vacant housing units',)","Las Vegas city, Nevada","23,976",housing_occupancy,"±2,557",9.30%,±0.9
"('Vacant housing units',)","Lincoln city, Nebraska","7,435",housing_occupancy,"±1,667",6.10%,±1.4
"('Vacant housing units',)","Long Beach city, California","10,138",housing_occupancy,"±1,854",5.50%,±0.9
"('Vacant housing units',)","Los Angeles city, California","120,393",housing_occupancy,"±6,889",8.00%,±0.4
"('Vacant housing units',)","Memphis city, Tennessee","47,788",housing_occupancy,"±3,300",15.90%,±1.1
"('Vacant housing units',)","Mesa city, Arizona","31,891",housing_occupancy,"±3,250",14.70%,±1.4
"('Vacant housing units',)","Miami city, Florida","28,399",housing_occupancy,"±3,095",13.50%,±1.3
"('Vacant housing units',)","Milwaukee city, Wisconsin","28,646",housing_occupancy,"±2,492",11.00%,±0.9
"('Vacant housing units',)","Minneapolis city, Minnesota","12,320",housing_occupancy,"±2,045",6.60%,±1.1
"('Vacant housing units',)","New Orleans city, Louisiana","36,516",housing_occupancy,"±2,289",19.10%,±1.2
"('Vacant housing units',)","New York city, New York","334,957",housing_occupancy,"±10,611",9.50%,±0.3
"('Vacant housing units',)","Newark city, New Jersey","12,372",housing_occupancy,"±1,407",10.80%,±1.2
"('Vacant housing units',)","Oakland city, California","15,571",housing_occupancy,"±2,415",8.60%,±1.3
"('Vacant housing units',)","Oklahoma City city, Oklahoma","31,368",housing_occupancy,"±2,815",11.30%,±1.0
"('Vacant housing units',)","Omaha city, Nebraska","15,407",housing_occupancy,"±2,041",7.70%,±1.0
"('Vacant housing units',)","Orlando city, Florida","23,104",housing_occupancy,"±2,827",16.80%,±1.8
"('Vacant housing units',)","Philadelphia city, Pennsylvania","80,613",housing_occupancy,"±5,150",11.70%,±0.7
"('Vacant housing units',)","Phoenix city, Arizona","53,199",housing_occupancy,"±4,436",8.50%,±0.7
"('Vacant housing units',)","Pittsburgh city, Pennsylvania","18,367",housing_occupancy,"±2,403",11.50%,±1.4
"('Vacant housing units',)","Plano city, Texas","7,461",housing_occupancy,"±1,705",6.80%,±1.5
"('Vacant housing units',)","Portland city, Oregon","21,071",housing_occupancy,"±3,058",7.20%,±1.0
"('Vacant housing units',)","Raleigh city, North Carolina","20,851",housing_occupancy,"±2,876",9.90%,±1.3
"('Vacant housing units',)","Riverside city, California","5,651",housing_occupancy,"±1,302",6.10%,±1.4
"('Vacant housing units',)","Sacramento city, California","12,321",housing_occupancy,"±2,017",6.30%,±1.0
"('Vacant housing units',)","San Antonio city, Texas","46,796",housing_occupancy,"±3,715",8.40%,±0.7
"('Vacant housing units',)","San Diego city, California","41,198",housing_occupancy,"±3,900",7.40%,±0.7
"('Vacant housing units',)","San Francisco city, California","38,651",housing_occupancy,"±4,395",9.60%,±1.1
"('Vacant housing units',)","San Jose city, California","13,958",housing_occupancy,"±2,907",4.10%,±0.8
"('Vacant housing units',)","Santa Ana city, California","2,367",housing_occupancy,±957,2.90%,±1.2
"('Vacant housing units',)","Seattle city, Washington","22,577",housing_occupancy,"±3,517",6.30%,±0.9
"('Vacant housing units',)","St. Louis city, Missouri","32,874",housing_occupancy,"±2,638",18.60%,±1.5
"('Vacant housing units',)","St. Paul city, Minnesota","8,318",housing_occupancy,"±1,499",6.70%,±1.2
"('Vacant housing units',)","Stockton city, California","6,371",housing_occupancy,"±1,288",6.30%,±1.2
"('Vacant housing units',)","Tampa city, Florida","17,808",housing_occupancy,"±2,418",10.40%,±1.3
"('Vacant housing units',)","Tucson city, Arizona","30,037",housing_occupancy,"±2,869",12.50%,±1.2
"('Vacant housing units',)","Tulsa city, Oklahoma","26,581",housing_occupancy,"±1,377",14.00%,±0.7
"('Vacant housing units',)","Virginia Beach city, Virginia","13,951",housing_occupancy,"±2,182",7.50%,±1.2
"('Vacant housing units',)","Washington city, District of Columbia","32,103",housing_occupancy,"±2,760",10.00%,±0.9
"('Vacant housing units',)","Wichita city, Kansas","19,961",housing_occupancy,"±2,760",11.40%,±1.6
"('Homeowner vacancy rate',)","Albuquerque city, New Mexico",2.1,housing_occupancy,±0.8,(X),(X)
"('Homeowner vacancy rate',)","Anaheim city, California",1.5,housing_occupancy,±1.2,(X),(X)
"('Homeowner vacancy rate',)","Anchorage municipality, Alaska",2,housing_occupancy,±0.9,(X),(X)
"('Homeowner vacancy rate',)","Arlington city, Texas",1.3,housing_occupancy,±0.9,(X),(X)
"('Homeowner vacancy rate',)","Atlanta city, Georgia",2.8,housing_occupancy,±1.0,(X),(X)
"('Homeowner vacancy rate',)","Aurora city, Colorado",0.6,housing_occupancy,±0.6,(X),(X)
"('Homeowner vacancy rate',)","Austin city, Texas",0.9,housing_occupancy,±0.5,(X),(X)
"('Homeowner vacancy rate',)","Bakersfield city, California",1.8,housing_occupancy,±1.1,(X),(X)
"('Homeowner vacancy rate',)","Baltimore city, Maryland",3.4,housing_occupancy,±0.7,(X),(X)
"('Homeowner vacancy rate',)","Boston city, Massachusetts",0.9,housing_occupancy,±0.6,(X),(X)
"('Homeowner vacancy rate',)","Charlotte city, North Carolina",1.6,housing_occupancy,±0.5,(X),(X)
"('Homeowner vacancy rate',)","Chicago city, Illinois",2.3,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Cincinnati city, Ohio",1.4,housing_occupancy,±0.6,(X),(X)
"('Homeowner vacancy rate',)","Cleveland city, Ohio",1.5,housing_occupancy,±0.7,(X),(X)
"('Homeowner vacancy rate',)","Colorado Springs city, Colorado",1.2,housing_occupancy,±0.7,(X),(X)
"('Homeowner vacancy rate',)","Columbus city, Ohio",0.7,housing_occupancy,±0.4,(X),(X)
"('Homeowner vacancy rate',)","Corpus Christi city, Texas",2.5,housing_occupancy,±1.1,(X),(X)
"('Homeowner vacancy rate',)","Dallas city, Texas",1.6,housing_occupancy,±0.6,(X),(X)
"('Homeowner vacancy rate',)","Denver city, Colorado",0.6,housing_occupancy,±0.4,(X),(X)
"('Homeowner vacancy rate',)","Detroit city, Michigan",4.6,housing_occupancy,±0.8,(X),(X)
"('Homeowner vacancy rate',)","Durham city, North Carolina",0.3,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","El Paso city, Texas",1.3,housing_occupancy,±0.9,(X),(X)
"('Homeowner vacancy rate',)","Fort Worth city, Texas",1.3,housing_occupancy,±0.5,(X),(X)
"('Homeowner vacancy rate',)","Fresno city, California",1.6,housing_occupancy,±0.9,(X),(X)
"('Homeowner vacancy rate',)","Greensboro city, North Carolina",1.7,housing_occupancy,±0.9,(X),(X)
"('Homeowner vacancy rate',)","Henderson city, Nevada",1.6,housing_occupancy,±0.9,(X),(X)
"('Homeowner vacancy rate',)","Houston city, Texas",2.2,housing_occupancy,±0.5,(X),(X)
"('Homeowner vacancy rate',)","Indianapolis city (balance), Indiana",0.6,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Irvine city, California",2.2,housing_occupancy,±2.4,(X),(X)
"('Homeowner vacancy rate',)","Jacksonville city, Florida",1.5,housing_occupancy,±0.6,(X),(X)
"('Homeowner vacancy rate',)","Jersey City city, New Jersey",1.9,housing_occupancy,±1.2,(X),(X)
"('Homeowner vacancy rate',)","Kansas City city, Missouri",0.8,housing_occupancy,±0.4,(X),(X)
"('Homeowner vacancy rate',)","Las Vegas city, Nevada",2.2,housing_occupancy,±0.7,(X),(X)
"('Homeowner vacancy rate',)","Lincoln city, Nebraska",0.5,housing_occupancy,±0.5,(X),(X)
"('Homeowner vacancy rate',)","Long Beach city, California",0.5,housing_occupancy,±0.5,(X),(X)
"('Homeowner vacancy rate',)","Los Angeles city, California",1.4,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Memphis city, Tennessee",1,housing_occupancy,±0.6,(X),(X)
"('Homeowner vacancy rate',)","Mesa city, Arizona",1.2,housing_occupancy,±0.5,(X),(X)
"('Homeowner vacancy rate',)","Miami city, Florida",1,housing_occupancy,±0.8,(X),(X)
"('Homeowner vacancy rate',)","Milwaukee city, Wisconsin",1.5,housing_occupancy,±0.6,(X),(X)
"('Homeowner vacancy rate',)","Minneapolis city, Minnesota",1.1,housing_occupancy,±0.7,(X),(X)
"('Homeowner vacancy rate',)","New Orleans city, Louisiana",2.1,housing_occupancy,±0.7,(X),(X)
"('Homeowner vacancy rate',)","New York city, New York",2.1,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Newark city, New Jersey",3.2,housing_occupancy,±1.3,(X),(X)
"('Homeowner vacancy rate',)","Oakland city, California",0.8,housing_occupancy,±0.5,(X),(X)
"('Homeowner vacancy rate',)","Oklahoma City city, Oklahoma",2.2,housing_occupancy,±0.8,(X),(X)
"('Homeowner vacancy rate',)","Omaha city, Nebraska",1.7,housing_occupancy,±0.7,(X),(X)
"('Homeowner vacancy rate',)","Orlando city, Florida",2.7,housing_occupancy,±1.7,(X),(X)
"('Homeowner vacancy rate',)","Philadelphia city, Pennsylvania",1.6,housing_occupancy,±0.4,(X),(X)
"('Homeowner vacancy rate',)","Phoenix city, Arizona",1.4,housing_occupancy,±0.4,(X),(X)
"('Homeowner vacancy rate',)","Pittsburgh city, Pennsylvania",1.9,housing_occupancy,±1.0,(X),(X)
"('Homeowner vacancy rate',)","Plano city, Texas",0.6,housing_occupancy,±0.6,(X),(X)
"('Homeowner vacancy rate',)","Portland city, Oregon",1.7,housing_occupancy,±0.7,(X),(X)
"('Homeowner vacancy rate',)","Raleigh city, North Carolina",1.4,housing_occupancy,±0.6,(X),(X)
"('Homeowner vacancy rate',)","Riverside city, California",1.5,housing_occupancy,±1.1,(X),(X)
"('Homeowner vacancy rate',)","Sacramento city, California",1.2,housing_occupancy,±0.7,(X),(X)
"('Homeowner vacancy rate',)","San Antonio city, Texas",1.6,housing_occupancy,±0.5,(X),(X)
"('Homeowner vacancy rate',)","San Diego city, California",0.8,housing_occupancy,±0.4,(X),(X)
"('Homeowner vacancy rate',)","San Francisco city, California",0.3,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","San Jose city, California",0.7,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Santa Ana city, California",0,housing_occupancy,±0.5,(X),(X)
"('Homeowner vacancy rate',)","Seattle city, Washington",0.5,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","St. Louis city, Missouri",4.3,housing_occupancy,±1.2,(X),(X)
