Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('Total housing units',)","Seattle city, Washington","367,337",housing_occupancy,"±2,183","367,337",(X)
"('Total housing units',)","St. Louis city, Missouri","176,955",housing_occupancy,±421,"176,955",(X)
"('Total housing units',)","St. Paul city, Minnesota","121,887",housing_occupancy,"±1,007","121,887",(X)
"('Total housing units',)","Stockton city, California","101,954",housing_occupancy,"±1,132","101,954",(X)
"('Total housing units',)","Tampa city, Florida","174,041",housing_occupancy,"±1,725","174,041",(X)
"('Total housing units',)","Tucson city, Arizona","240,782",housing_occupancy,"±1,365","240,782",(X)
"('Total housing units',)","Tulsa city, Oklahoma","187,543",housing_occupancy,±796,"187,543",(X)
"('Total housing units',)","Virginia Beach city, Virginia","185,735",housing_occupancy,±395,"185,735",(X)
"('Total housing units',)","Washington city, District of Columbia","319,192",housing_occupancy,±135,"319,192",(X)
"('Total housing units',)","Wichita city, Kansas","172,801",housing_occupancy,±821,"172,801",(X)
"('Occupied housing units',)","Albuquerque city, New Mexico","229,701",housing_occupancy,"±1,266",92.60%,±0.4
"('Occupied housing units',)","Anaheim city, California","103,704",housing_occupancy,"±1,461",95.50%,±0.6
"('Occupied housing units',)","Anchorage municipality, Alaska","106,970",housing_occupancy,±777,90.40%,±0.7
"('Occupied housing units',)","Arlington city, Texas","135,240",housing_occupancy,"±1,855",92.40%,±0.7
"('Occupied housing units',)","Atlanta city, Georgia","215,179",housing_occupancy,"±2,365",85.90%,±0.6
"('Occupied housing units',)","Aurora city, Colorado","133,062",housing_occupancy,"±1,306",95.70%,±0.5
"('Occupied housing units',)","Austin city, Texas","395,280",housing_occupancy,"±2,701",92.60%,±0.4
"('Occupied housing units',)","Bakersfield city, California","118,568",housing_occupancy,"±1,478",94.70%,±0.5
"('Occupied housing units',)","Baltimore city, Maryland","242,499",housing_occupancy,"±1,423",82.50%,±0.5
"('Occupied housing units',)","Boston city, Massachusetts","273,188",housing_occupancy,"±1,686",91.50%,±0.4
"('Occupied housing units',)","Charlotte city, North Carolina","338,985",housing_occupancy,"±1,809",92.30%,±0.4
"('Occupied housing units',)","Chicago city, Illinois","1,081,143",housing_occupancy,"±3,662",88.80%,±0.2
"('Occupied housing units',)","Cincinnati city, Ohio","138,696",housing_occupancy,"±1,535",86.10%,±0.6
"('Occupied housing units',)","Cleveland city, Ohio","174,920",housing_occupancy,"±1,865",82.80%,±0.5
"('Occupied housing units',)","Colorado Springs city, Colorado","184,788",housing_occupancy,"±1,311",95.20%,±0.5
"('Occupied housing units',)","Columbus city, Ohio","362,626",housing_occupancy,"±2,405",91.80%,±0.4
"('Occupied housing units',)","Corpus Christi city, Texas","117,789",housing_occupancy,±966,88.60%,±0.7
"('Occupied housing units',)","Dallas city, Texas","524,498",housing_occupancy,"±3,001",90.10%,±0.3
"('Occupied housing units',)","Denver city, Colorado","287,756",housing_occupancy,"±1,205",94.00%,±0.4
"('Occupied housing units',)","Detroit city, Michigan","270,446",housing_occupancy,"±2,405",75.50%,±0.5
"('Occupied housing units',)","Durham city, North Carolina","114,420",housing_occupancy,"±1,123",93.50%,±0.7
"('Occupied housing units',)","El Paso city, Texas","230,905",housing_occupancy,"±1,593",91.40%,±0.5
"('Occupied housing units',)","Fort Worth city, Texas","307,248",housing_occupancy,"±2,354",91.30%,±0.4
"('Occupied housing units',)","Fresno city, California","170,137",housing_occupancy,"±1,437",94.50%,±0.5
"('Occupied housing units',)","Greensboro city, North Carolina","118,126",housing_occupancy,"±1,513",90.10%,±0.8
"('Occupied housing units',)","Henderson city, Nevada","120,735",housing_occupancy,"±1,654",91.60%,±0.7
"('Occupied housing units',)","Houston city, Texas","874,827",housing_occupancy,"±4,177",89.00%,±0.3
"('Occupied housing units',)","Indianapolis city (balance), Indiana","342,825",housing_occupancy,"±1,835",88.60%,±0.4
"('Occupied housing units',)","Irvine city, California","96,707",housing_occupancy,"±1,552",92.50%,±0.8
"('Occupied housing units',)","Jacksonville city, Florida","348,809",housing_occupancy,"±2,342",89.60%,±0.5
"('Occupied housing units',)","Jersey City city, New Jersey","103,880",housing_occupancy,"±1,263",91.20%,±0.6
"('Occupied housing units',)","Kansas City city, Missouri","206,295",housing_occupancy,"±1,680",88.40%,±0.5
"('Occupied housing units',)","Las Vegas city, Nevada","237,308",housing_occupancy,"±1,939",91.40%,±0.4
"('Occupied housing units',)","Lexington-Fayette urban county, Kentucky","130,926",housing_occupancy,±969,91.70%,±0.5
"('Occupied housing units',)","Lincoln city, Nebraska","115,930",housing_occupancy,±784,95.00%,±0.5
"('Occupied housing units',)","Long Beach city, California","166,236",housing_occupancy,"±1,686",94.60%,±0.5
"('Occupied housing units',)","Los Angeles city, California","1,402,522",housing_occupancy,"±4,385",92.60%,±0.2
"('Occupied housing units',)","Memphis city, Tennessee","255,756",housing_occupancy,"±2,087",85.40%,±0.5
"('Occupied housing units',)","Mesa city, Arizona","186,503",housing_occupancy,"±1,819",86.80%,±0.5
"('Occupied housing units',)","Miami city, Florida","180,676",housing_occupancy,"±2,479",86.40%,±0.7
"('Occupied housing units',)","Milwaukee city, Wisconsin","229,227",housing_occupancy,"±1,762",89.20%,±0.5
"('Occupied housing units',)","Minneapolis city, Minnesota","178,886",housing_occupancy,"±1,587",94.10%,±0.5
"('Occupied housing units',)","Nashville-Davidson metropolitan government (balance), Tennessee","279,173",housing_occupancy,"±1,418",90.30%,±0.5
"('Occupied housing units',)","New Orleans city, Louisiana","154,826",housing_occupancy,"±1,140",80.60%,±0.6
"('Occupied housing units',)","New York city, New York","3,191,691",housing_occupancy,"±6,027",90.70%,±0.2
"('Occupied housing units',)","Newark city, New Jersey","102,195",housing_occupancy,"±1,178",89.30%,±0.5
"('Occupied housing units',)","Oakland city, California","160,095",housing_occupancy,"±1,720",93.20%,±0.4
"('Occupied housing units',)","Oklahoma City city, Oklahoma","246,904",housing_occupancy,"±2,083",89.40%,±0.4
"('Occupied housing units',)","Omaha city, Nebraska","189,922",housing_occupancy,"±1,179",93.50%,±0.4
"('Occupied housing units',)","Orlando city, Florida","113,238",housing_occupancy,"±1,901",83.20%,±0.8
"('Occupied housing units',)","Philadelphia city, Pennsylvania","613,125",housing_occupancy,"±2,185",89.00%,±0.3
"('Occupied housing units',)","Phoenix city, Arizona","580,835",housing_occupancy,"±3,460",92.60%,±0.3
"('Occupied housing units',)","Pittsburgh city, Pennsylvania","140,496",housing_occupancy,"±1,714",88.20%,±0.6
"('Occupied housing units',)","Plano city, Texas","107,320",housing_occupancy,"±1,202",94.80%,±0.6
"('Occupied housing units',)","Portland city, Oregon","277,142",housing_occupancy,"±1,597",94.50%,±0.4
"('Occupied housing units',)","Raleigh city, North Carolina","187,517",housing_occupancy,"±1,935",90.90%,±0.5
"('Occupied housing units',)","Riverside city, California","90,663",housing_occupancy,"±1,683",94.90%,±0.7
"('Occupied housing units',)","Sacramento city, California","187,683",housing_occupancy,"±1,440",94.80%,±0.3
"('Occupied housing units',)","San Antonio city, Texas","509,550",housing_occupancy,"±2,443",91.80%,±0.3
"('Occupied housing units',)","San Diego city, California","511,662",housing_occupancy,"±3,262",93.20%,±0.3
"('Occupied housing units',)","San Francisco city, California","362,141",housing_occupancy,"±1,924",90.90%,±0.4
"('Occupied housing units',)","San Jose city, California","324,340",housing_occupancy,"±1,812",95.90%,±0.3
"('Occupied housing units',)","Santa Ana city, California","79,142",housing_occupancy,"±1,057",97.30%,±0.4
"('Occupied housing units',)","Seattle city, Washington","344,629",housing_occupancy,"±2,322",93.80%,±0.4
"('Occupied housing units',)","St. Louis city, Missouri","143,566",housing_occupancy,"±1,210",81.10%,±0.7
"('Occupied housing units',)","St. Paul city, Minnesota","114,742",housing_occupancy,"±1,156",94.10%,±0.5
"('Occupied housing units',)","Stockton city, California","95,236",housing_occupancy,"±1,153",93.40%,±0.6
"('Occupied housing units',)","Tampa city, Florida","156,705",housing_occupancy,"±1,850",90.00%,±0.6
"('Occupied housing units',)","Tucson city, Arizona","215,943",housing_occupancy,"±1,812",89.70%,±0.5
"('Occupied housing units',)","Tulsa city, Oklahoma","163,368",housing_occupancy,"±1,055",87.10%,±0.4
"('Occupied housing units',)","Virginia Beach city, Virginia","172,452",housing_occupancy,"±1,029",92.80%,±0.5
"('Occupied housing units',)","Washington city, District of Columbia","288,307",housing_occupancy,"±1,319",90.30%,±0.4
"('Occupied housing units',)","Wichita city, Kansas","154,683",housing_occupancy,"±1,171",89.50%,±0.6
"('Vacant housing units',)","Albuquerque city, New Mexico","18,225",housing_occupancy,"±1,114",7.40%,±0.4
"('Vacant housing units',)","Anaheim city, California","4,857",housing_occupancy,±613,4.50%,±0.6
"('Vacant housing units',)","Anchorage municipality, Alaska","11,323",housing_occupancy,±781,9.60%,±0.7
"('Vacant housing units',)","Arlington city, Texas","11,198",housing_occupancy,±994,7.60%,±0.7
"('Vacant housing units',)","Atlanta city, Georgia","35,354",housing_occupancy,"±1,423",14.10%,±0.6
"('Vacant housing units',)","Aurora city, Colorado","6,029",housing_occupancy,±695,4.30%,±0.5
"('Vacant housing units',)","Austin city, Texas","31,619",housing_occupancy,"±1,669",7.40%,±0.4
"('Vacant housing units',)","Bakersfield city, California","6,575",housing_occupancy,±677,5.30%,±0.5
"('Vacant housing units',)","Baltimore city, Maryland","51,437",housing_occupancy,"±1,314",17.50%,±0.5
"('Vacant housing units',)","Boston city, Massachusetts","25,520",housing_occupancy,"±1,137",8.50%,±0.4
"('Vacant housing units',)","Charlotte city, North Carolina","28,267",housing_occupancy,"±1,383",7.70%,±0.4
"('Vacant housing units',)","Chicago city, Illinois","136,543",housing_occupancy,"±2,562",11.20%,±0.2
"('Vacant housing units',)","Cincinnati city, Ohio","22,470",housing_occupancy,±960,13.90%,±0.6
"('Vacant housing units',)","Cleveland city, Ohio","36,292",housing_occupancy,"±1,095",17.20%,±0.5
"('Vacant housing units',)","Colorado Springs city, Colorado","9,220",housing_occupancy,±890,4.80%,±0.5
"('Vacant housing units',)","Columbus city, Ohio","32,536",housing_occupancy,"±1,527",8.20%,±0.4
"('Vacant housing units',)","Corpus Christi city, Texas","15,176",housing_occupancy,±939,11.40%,±0.7
"('Vacant housing units',)","Dallas city, Texas","57,489",housing_occupancy,"±1,741",9.90%,±0.3
"('Vacant housing units',)","Denver city, Colorado","18,513",housing_occupancy,"±1,134",6.00%,±0.4
"('Vacant housing units',)","Detroit city, Michigan","87,699",housing_occupancy,"±1,582",24.50%,±0.5
"('Vacant housing units',)","Durham city, North Carolina","8,002",housing_occupancy,±811,6.50%,±0.7
"('Vacant housing units',)","El Paso city, Texas","21,621",housing_occupancy,"±1,282",8.60%,±0.5
"('Vacant housing units',)","Fort Worth city, Texas","29,220",housing_occupancy,"±1,544",8.70%,±0.4
"('Vacant housing units',)","Fresno city, California","9,883",housing_occupancy,±816,5.50%,±0.5
"('Vacant housing units',)","Greensboro city, North Carolina","13,045",housing_occupancy,±978,9.90%,±0.8
"('Vacant housing units',)","Henderson city, Nevada","11,069",housing_occupancy,±922,8.40%,±0.7
"('Vacant housing units',)","Houston city, Texas","107,867",housing_occupancy,"±2,457",11.00%,±0.3
"('Vacant housing units',)","Indianapolis city (balance), Indiana","44,161",housing_occupancy,"±1,751",11.40%,±0.4
"('Vacant housing units',)","Irvine city, California","7,846",housing_occupancy,±898,7.50%,±0.8
"('Vacant housing units',)","Jacksonville city, Florida","40,321",housing_occupancy,"±2,064",10.40%,±0.5
"('Vacant housing units',)","Jersey City city, New Jersey","9,974",housing_occupancy,±658,8.80%,±0.6
"('Vacant housing units',)","Kansas City city, Missouri","27,137",housing_occupancy,"±1,175",11.60%,±0.5
"('Vacant housing units',)","Las Vegas city, Nevada","22,213",housing_occupancy,"±1,035",8.60%,±0.4
"('Vacant housing units',)","Lexington-Fayette urban county, Kentucky","11,887",housing_occupancy,±767,8.30%,±0.5
"('Vacant housing units',)","Lincoln city, Nebraska","6,118",housing_occupancy,±651,5.00%,±0.5
"('Vacant housing units',)","Long Beach city, California","9,489",housing_occupancy,±825,5.40%,±0.5
"('Vacant housing units',)","Los Angeles city, California","111,269",housing_occupancy,"±3,044",7.40%,±0.2
"('Vacant housing units',)","Memphis city, Tennessee","43,843",housing_occupancy,"±1,560",14.60%,±0.5
"('Vacant housing units',)","Mesa city, Arizona","28,328",housing_occupancy,"±1,171",13.20%,±0.5
"('Vacant housing units',)","Miami city, Florida","28,485",housing_occupancy,"±1,436",13.60%,±0.7
"('Vacant housing units',)","Milwaukee city, Wisconsin","27,629",housing_occupancy,"±1,165",10.80%,±0.5
"('Vacant housing units',)","Minneapolis city, Minnesota","11,219",housing_occupancy,±870,5.90%,±0.5
"('Vacant housing units',)","Nashville-Davidson metropolitan government (balance), Tennessee","29,894",housing_occupancy,"±1,451",9.70%,±0.5
"('Vacant housing units',)","New Orleans city, Louisiana","37,186",housing_occupancy,"±1,131",19.40%,±0.6
"('Vacant housing units',)","New York city, New York","327,904",housing_occupancy,"±6,154",9.30%,±0.2
"('Vacant housing units',)","Newark city, New Jersey","12,215",housing_occupancy,±546,10.70%,±0.5
"('Vacant housing units',)","Oakland city, California","11,654",housing_occupancy,±732,6.80%,±0.4
"('Vacant housing units',)","Oklahoma City city, Oklahoma","29,180",housing_occupancy,"±1,148",10.60%,±0.4
"('Vacant housing units',)","Omaha city, Nebraska","13,293",housing_occupancy,±879,6.50%,±0.4
"('Vacant housing units',)","Orlando city, Florida","22,942",housing_occupancy,"±1,223",16.80%,±0.8
"('Vacant housing units',)","Philadelphia city, Pennsylvania","75,996",housing_occupancy,"±2,088",11.00%,±0.3
"('Vacant housing units',)","Phoenix city, Arizona","46,142",housing_occupancy,"±1,772",7.40%,±0.3
"('Vacant housing units',)","Pittsburgh city, Pennsylvania","18,843",housing_occupancy,±971,11.80%,±0.6
"('Vacant housing units',)","Plano city, Texas","5,934",housing_occupancy,±694,5.20%,±0.6
"('Vacant housing units',)","Portland city, Oregon","16,066",housing_occupancy,"±1,116",5.50%,±0.4
"('Vacant housing units',)","Raleigh city, North Carolina","18,811",housing_occupancy,"±1,106",9.10%,±0.5
"('Vacant housing units',)","Riverside city, California","4,890",housing_occupancy,±631,5.10%,±0.7
"('Vacant housing units',)","Sacramento city, California","10,265",housing_occupancy,±704,5.20%,±0.3
"('Vacant housing units',)","San Antonio city, Texas","45,588",housing_occupancy,"±1,805",8.20%,±0.3
"('Vacant housing units',)","San Diego city, California","37,269",housing_occupancy,"±1,851",6.80%,±0.3
"('Vacant housing units',)","San Francisco city, California","36,472",housing_occupancy,"±1,690",9.10%,±0.4
"('Vacant housing units',)","San Jose city, California","13,769",housing_occupancy,±990,4.10%,±0.3
"('Vacant housing units',)","Santa Ana city, California","2,220",housing_occupancy,±341,2.70%,±0.4
"('Vacant housing units',)","Seattle city, Washington","22,708",housing_occupancy,"±1,484",6.20%,±0.4
"('Vacant housing units',)","St. Louis city, Missouri","33,389",housing_occupancy,"±1,156",18.90%,±0.7
"('Vacant housing units',)","St. Paul city, Minnesota","7,145",housing_occupancy,±588,5.90%,±0.5
"('Vacant housing units',)","Stockton city, California","6,718",housing_occupancy,±593,6.60%,±0.6
"('Vacant housing units',)","Tampa city, Florida","17,336",housing_occupancy,"±1,088",10.00%,±0.6
"('Vacant housing units',)","Tucson city, Arizona","24,839",housing_occupancy,"±1,285",10.30%,±0.5
"('Vacant housing units',)","Tulsa city, Oklahoma","24,175",housing_occupancy,±715,12.90%,±0.4
"('Vacant housing units',)","Virginia Beach city, Virginia","13,283",housing_occupancy,±953,7.20%,±0.5
"('Vacant housing units',)","Washington city, District of Columbia","30,885",housing_occupancy,"±1,343",9.70%,±0.4
"('Vacant housing units',)","Wichita city, Kansas","18,118",housing_occupancy,±996,10.50%,±0.6
"('Homeowner vacancy rate',)","Albuquerque city, New Mexico",1.3,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Anaheim city, California",0.9,housing_occupancy,±0.4,(X),(X)
"('Homeowner vacancy rate',)","Anchorage municipality, Alaska",1.8,housing_occupancy,±0.5,(X),(X)
"('Homeowner vacancy rate',)","Arlington city, Texas",0.9,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Atlanta city, Georgia",2.3,housing_occupancy,±0.4,(X),(X)
"('Homeowner vacancy rate',)","Aurora city, Colorado",0.8,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Austin city, Texas",1.1,housing_occupancy,±0.2,(X),(X)
"('Homeowner vacancy rate',)","Bakersfield city, California",1,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Baltimore city, Maryland",3.1,housing_occupancy,±0.4,(X),(X)
"('Homeowner vacancy rate',)","Boston city, Massachusetts",1.2,housing_occupancy,±0.2,(X),(X)
"('Homeowner vacancy rate',)","Charlotte city, North Carolina",1,housing_occupancy,±0.2,(X),(X)
"('Homeowner vacancy rate',)","Chicago city, Illinois",2,housing_occupancy,±0.2,(X),(X)
"('Homeowner vacancy rate',)","Cincinnati city, Ohio",1.5,housing_occupancy,±0.5,(X),(X)
"('Homeowner vacancy rate',)","Cleveland city, Ohio",1.7,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Colorado Springs city, Colorado",1.1,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Columbus city, Ohio",1.1,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Corpus Christi city, Texas",1.5,housing_occupancy,±0.4,(X),(X)
"('Homeowner vacancy rate',)","Dallas city, Texas",1.7,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Denver city, Colorado",0.9,housing_occupancy,±0.2,(X),(X)
"('Homeowner vacancy rate',)","Detroit city, Michigan",4.3,housing_occupancy,±0.4,(X),(X)
"('Homeowner vacancy rate',)","Durham city, North Carolina",0.4,housing_occupancy,±0.2,(X),(X)
"('Homeowner vacancy rate',)","El Paso city, Texas",1.6,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Fort Worth city, Texas",1.2,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Fresno city, California",1,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Greensboro city, North Carolina",1.4,housing_occupancy,±0.5,(X),(X)
"('Homeowner vacancy rate',)","Henderson city, Nevada",2.3,housing_occupancy,±0.6,(X),(X)
"('Homeowner vacancy rate',)","Houston city, Texas",1.9,housing_occupancy,±0.2,(X),(X)
"('Homeowner vacancy rate',)","Indianapolis city (balance), Indiana",1.5,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Irvine city, California",2.2,housing_occupancy,±1.0,(X),(X)
"('Homeowner vacancy rate',)","Jacksonville city, Florida",2,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Jersey City city, New Jersey",1.8,housing_occupancy,±0.6,(X),(X)
"('Homeowner vacancy rate',)","Kansas City city, Missouri",1.2,housing_occupancy,±0.2,(X),(X)
"('Homeowner vacancy rate',)","Las Vegas city, Nevada",1.6,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Lexington-Fayette urban county, Kentucky",1.1,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Lincoln city, Nebraska",0.6,housing_occupancy,±0.2,(X),(X)
"('Homeowner vacancy rate',)","Long Beach city, California",0.6,housing_occupancy,±0.2,(X),(X)
"('Homeowner vacancy rate',)","Los Angeles city, California",1,housing_occupancy,±0.1,(X),(X)
"('Homeowner vacancy rate',)","Memphis city, Tennessee",1.2,housing_occupancy,±0.2,(X),(X)
"('Homeowner vacancy rate',)","Mesa city, Arizona",1.1,housing_occupancy,±0.2,(X),(X)
"('Homeowner vacancy rate',)","Miami city, Florida",2.2,housing_occupancy,±0.6,(X),(X)
"('Homeowner vacancy rate',)","Milwaukee city, Wisconsin",1.8,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Minneapolis city, Minnesota",0.9,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Nashville-Davidson metropolitan government (balance), Tennessee",1.2,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","New Orleans city, Louisiana",1.8,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","New York city, New York",1.8,housing_occupancy,±0.1,(X),(X)
"('Homeowner vacancy rate',)","Newark city, New Jersey",2.8,housing_occupancy,±0.5,(X),(X)
"('Homeowner vacancy rate',)","Oakland city, California",0.8,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Oklahoma City city, Oklahoma",1.4,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Omaha city, Nebraska",1,housing_occupancy,±0.2,(X),(X)
"('Homeowner vacancy rate',)","Orlando city, Florida",5,housing_occupancy,±1.1,(X),(X)
"('Homeowner vacancy rate',)","Philadelphia city, Pennsylvania",1.5,housing_occupancy,±0.2,(X),(X)
"('Homeowner vacancy rate',)","Phoenix city, Arizona",1.3,housing_occupancy,±0.2,(X),(X)
"('Homeowner vacancy rate',)","Pittsburgh city, Pennsylvania",1.3,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Plano city, Texas",0.6,housing_occupancy,±0.2,(X),(X)
"('Homeowner vacancy rate',)","Portland city, Oregon",0.9,housing_occupancy,±0.2,(X),(X)
"('Homeowner vacancy rate',)","Raleigh city, North Carolina",1.3,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","Riverside city, California",1,housing_occupancy,±0.4,(X),(X)
"('Homeowner vacancy rate',)","Sacramento city, California",1,housing_occupancy,±0.3,(X),(X)
"('Homeowner vacancy rate',)","San Antonio city, Texas",1.3,housing_occupancy,±0.2,(X),(X)
