Metric,City,Estimate,Group,Estimate Margin of Error
"('One race',)","Los Angeles city, California",96.50%,total_number_of_races_reported,±0.2
"('One race',)","Memphis city, Tennessee",98.50%,total_number_of_races_reported,±0.5
"('One race',)","Milwaukee city, Wisconsin",95.80%,total_number_of_races_reported,±0.6
"('One race',)","New York city, New York",96.60%,total_number_of_races_reported,±0.2
"('One race',)","Oklahoma City city, Oklahoma",93.50%,total_number_of_races_reported,±0.6
"('One race',)","Philadelphia city, Pennsylvania",97.30%,total_number_of_races_reported,±0.4
"('One race',)","Phoenix city, Arizona",95.80%,total_number_of_races_reported,±0.4
"('One race',)","Portland city, Oregon",94.60%,total_number_of_races_reported,±0.6
"('One race',)","Sacramento city, California",92.50%,total_number_of_races_reported,±1.0
"('One race',)","San Antonio city, Texas",96.90%,total_number_of_races_reported,±0.4
"('One race',)","San Diego city, California",94.80%,total_number_of_races_reported,±0.5
"('One race',)","San Francisco city, California",94.30%,total_number_of_races_reported,±0.7
"('One race',)","San Jose city, California",94.60%,total_number_of_races_reported,±0.5
"('One race',)","Seattle city, Washington",93.20%,total_number_of_races_reported,±0.7
"('One race',)","Tucson city, Arizona",94.10%,total_number_of_races_reported,±0.7
"('One race',)","Washington city, District of Columbia",97.00%,total_number_of_races_reported,±0.5
"('Two races',)","Albuquerque city, New Mexico",3.80%,total_number_of_races_reported,±0.6
"('Two races',)","Austin city, Texas",3.70%,total_number_of_races_reported,±0.5
"('Two races',)","Baltimore city, Maryland",2.10%,total_number_of_races_reported,±0.4
"('Two races',)","Boston city, Massachusetts",3.80%,total_number_of_races_reported,±0.6
"('Two races',)","Charlotte city, North Carolina",2.80%,total_number_of_races_reported,±0.5
"('Two races',)","Chicago city, Illinois",2.60%,total_number_of_races_reported,±0.2
"('Two races',)","Columbus city, Ohio",3.30%,total_number_of_races_reported,±0.5
"('Two races',)","Dallas city, Texas",2.20%,total_number_of_races_reported,±0.4
"('Two races',)","Denver city, Colorado",3.10%,total_number_of_races_reported,±0.5
"('Two races',)","Detroit city, Michigan",1.20%,total_number_of_races_reported,±0.3
"('Two races',)","El Paso city, Texas",2.40%,total_number_of_races_reported,±0.5
"('Two races',)","Fort Worth city, Texas",2.60%,total_number_of_races_reported,±0.5
"('Two races',)","Fresno city, California",4.20%,total_number_of_races_reported,±0.7
"('Two races',)","Houston city, Texas",2.00%,total_number_of_races_reported,±0.2
"('Two races',)","Indianapolis city (balance), Indiana",3.60%,total_number_of_races_reported,±0.6
"('Two races',)","Jacksonville city, Florida",2.80%,total_number_of_races_reported,±0.4
"('Two races',)","Las Vegas city, Nevada",4.00%,total_number_of_races_reported,±0.6
"('Two races',)","Los Angeles city, California",3.20%,total_number_of_races_reported,±0.2
"('Two races',)","Memphis city, Tennessee",1.40%,total_number_of_races_reported,±0.5
"('Two races',)","Milwaukee city, Wisconsin",4.00%,total_number_of_races_reported,±0.6
"('Two races',)","New York city, New York",3.10%,total_number_of_races_reported,±0.2
"('Two races',)","Oklahoma City city, Oklahoma",6.00%,total_number_of_races_reported,±0.6
"('Two races',)","Philadelphia city, Pennsylvania",2.50%,total_number_of_races_reported,±0.4
"('Two races',)","Phoenix city, Arizona",3.80%,total_number_of_races_reported,±0.4
"('Two races',)","Portland city, Oregon",5.00%,total_number_of_races_reported,±0.6
"('Two races',)","Sacramento city, California",6.20%,total_number_of_races_reported,±0.8
"('Two races',)","San Antonio city, Texas",2.80%,total_number_of_races_reported,±0.4
"('Two races',)","San Diego city, California",4.80%,total_number_of_races_reported,±0.5
"('Two races',)","San Francisco city, California",5.40%,total_number_of_races_reported,±0.7
"('Two races',)","San Jose city, California",4.80%,total_number_of_races_reported,±0.4
"('Two races',)","Seattle city, Washington",6.20%,total_number_of_races_reported,±0.7
"('Two races',)","Tucson city, Arizona",5.50%,total_number_of_races_reported,±0.7
"('Two races',)","Washington city, District of Columbia",2.70%,total_number_of_races_reported,±0.4
"('Three races',)","Albuquerque city, New Mexico",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","Austin city, Texas",0.10%,total_number_of_races_reported,±0.1
"('Three races',)","Baltimore city, Maryland",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","Boston city, Massachusetts",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","Charlotte city, North Carolina",0.40%,total_number_of_races_reported,±0.2
"('Three races',)","Chicago city, Illinois",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","Columbus city, Ohio",0.40%,total_number_of_races_reported,±0.2
"('Three races',)","Dallas city, Texas",0.10%,total_number_of_races_reported,±0.1
"('Three races',)","Denver city, Colorado",0.30%,total_number_of_races_reported,±0.2
"('Three races',)","Detroit city, Michigan",0.50%,total_number_of_races_reported,±0.3
"('Three races',)","El Paso city, Texas",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","Fort Worth city, Texas",0.30%,total_number_of_races_reported,±0.2
"('Three races',)","Fresno city, California",0.40%,total_number_of_races_reported,±0.3
"('Three races',)","Houston city, Texas",0.10%,total_number_of_races_reported,±0.1
"('Three races',)","Indianapolis city (balance), Indiana",0.10%,total_number_of_races_reported,±0.1
"('Three races',)","Jacksonville city, Florida",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","Las Vegas city, Nevada",0.70%,total_number_of_races_reported,±0.2
"('Three races',)","Los Angeles city, California",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","Memphis city, Tennessee",0.10%,total_number_of_races_reported,±0.1
"('Three races',)","Milwaukee city, Wisconsin",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","New York city, New York",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","Oklahoma City city, Oklahoma",0.40%,total_number_of_races_reported,±0.1
"('Three races',)","Philadelphia city, Pennsylvania",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","Phoenix city, Arizona",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","Portland city, Oregon",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","Sacramento city, California",1.00%,total_number_of_races_reported,±0.4
"('Three races',)","San Antonio city, Texas",0.20%,total_number_of_races_reported,±0.1
"('Three races',)","San Diego city, California",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","San Francisco city, California",0.30%,total_number_of_races_reported,±0.1
"('Three races',)","San Jose city, California",0.40%,total_number_of_races_reported,±0.2
"('Three races',)","Seattle city, Washington",0.50%,total_number_of_races_reported,±0.2
"('Three races',)","Tucson city, Arizona",0.40%,total_number_of_races_reported,±0.2
"('Three races',)","Washington city, District of Columbia",0.20%,total_number_of_races_reported,±0.1
"('Four or more races',)","Albuquerque city, New Mexico",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Austin city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Baltimore city, Maryland",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Boston city, Massachusetts",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Charlotte city, North Carolina",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Chicago city, Illinois",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Columbus city, Ohio",0.20%,total_number_of_races_reported,±0.2
"('Four or more races',)","Dallas city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Denver city, Colorado",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Detroit city, Michigan",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","El Paso city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Fort Worth city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Fresno city, California",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Houston city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Indianapolis city (balance), Indiana",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Jacksonville city, Florida",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Las Vegas city, Nevada",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Los Angeles city, California",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Memphis city, Tennessee",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Milwaukee city, Wisconsin",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","New York city, New York",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Oklahoma City city, Oklahoma",0.10%,total_number_of_races_reported,±0.1
"('Four or more races',)","Philadelphia city, Pennsylvania",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Phoenix city, Arizona",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Portland city, Oregon",0.10%,total_number_of_races_reported,±0.1
"('Four or more races',)","Sacramento city, California",0.30%,total_number_of_races_reported,±0.2
"('Four or more races',)","San Antonio city, Texas",0.10%,total_number_of_races_reported,±0.1
"('Four or more races',)","San Diego city, California",0.10%,total_number_of_races_reported,±0.1
"('Four or more races',)","San Francisco city, California",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","San Jose city, California",0.10%,total_number_of_races_reported,±0.1
"('Four or more races',)","Seattle city, Washington",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Tucson city, Arizona",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Washington city, District of Columbia",0.10%,total_number_of_races_reported,±0.1
"('Total population',)","Albuquerque city, New Mexico","558,558",sex_and_age,±60
"('Total population',)","Austin city, Texas","950,714",sex_and_age,±58
"('Total population',)","Baltimore city, Maryland","611,648",sex_and_age,*****
"('Total population',)","Boston city, Massachusetts","683,015",sex_and_age,"±2,627"
"('Total population',)","Charlotte city, North Carolina","859,052",sex_and_age,±70
"('Total population',)","Chicago city, Illinois","2,716,462",sex_and_age,±62
"('Total population',)","Columbus city, Ohio","881,901",sex_and_age,"±2,861"
"('Total population',)","Dallas city, Texas","1,341,103",sex_and_age,±156
"('Total population',)","Denver city, Colorado","704,621",sex_and_age,*****
"('Total population',)","Detroit city, Michigan","673,103",sex_and_age,±39
"('Total population',)","El Paso city, Texas","683,583",sex_and_age,±40
"('Total population',)","Fort Worth city, Texas","876,060",sex_and_age,"±3,155"
"('Total population',)","Fresno city, California","527,422",sex_and_age,±75
"('Total population',)","Houston city, Texas","2,313,230",sex_and_age,"±3,285"
"('Total population',)","Indianapolis city (balance), Indiana","857,386",sex_and_age,"±4,890"
"('Total population',)","Jacksonville city, Florida","892,064",sex_and_age,±22
"('Total population',)","Las Vegas city, Nevada","641,708",sex_and_age,±135
"('Total population',)","Los Angeles city, California","3,999,742",sex_and_age,±78
"('Total population',)","Memphis city, Tennessee","652,231",sex_and_age,±47
"('Total population',)","Milwaukee city, Wisconsin","595,365",sex_and_age,±60
"('Total population',)","New York city, New York","8,622,698",sex_and_age,*****
"('Total population',)","Oklahoma City city, Oklahoma","643,574",sex_and_age,±70
"('Total population',)","Philadelphia city, Pennsylvania","1,580,863",sex_and_age,*****
"('Total population',)","Phoenix city, Arizona","1,626,085",sex_and_age,±78
"('Total population',)","Portland city, Oregon","648,121",sex_and_age,"±1,583"
"('Total population',)","Sacramento city, California","501,890",sex_and_age,±66
"('Total population',)","San Antonio city, Texas","1,511,913",sex_and_age,±67
"('Total population',)","San Diego city, California","1,419,488",sex_and_age,±92
"('Total population',)","San Francisco city, California","884,363",sex_and_age,*****
"('Total population',)","San Jose city, California","1,035,353",sex_and_age,±114
"('Total population',)","Seattle city, Washington","724,764",sex_and_age,±86
"('Total population',)","Tucson city, Arizona","535,676",sex_and_age,±56
"('Total population',)","Washington city, District of Columbia","693,972",sex_and_age,*****
"('Male',)","Albuquerque city, New Mexico",48.80%,sex_and_age,±0.5
"('Male',)","Austin city, Texas",50.70%,sex_and_age,±0.4
"('Male',)","Baltimore city, Maryland",46.90%,sex_and_age,±0.1
"('Male',)","Boston city, Massachusetts",48.30%,sex_and_age,±0.4
"('Male',)","Charlotte city, North Carolina",48.20%,sex_and_age,±0.3
"('Male',)","Chicago city, Illinois",48.50%,sex_and_age,±0.3
"('Male',)","Columbus city, Ohio",49.00%,sex_and_age,±0.4
"('Male',)","Dallas city, Texas",49.40%,sex_and_age,±0.5
"('Male',)","Denver city, Colorado",50.10%,sex_and_age,±0.1
"('Male',)","Detroit city, Michigan",47.40%,sex_and_age,±0.5
"('Male',)","El Paso city, Texas",48.90%,sex_and_age,±0.4
"('Male',)","Fort Worth city, Texas",48.80%,sex_and_age,±0.7
"('Male',)","Fresno city, California",49.00%,sex_and_age,±0.7
"('Male',)","Houston city, Texas",50.00%,sex_and_age,±0.4
"('Male',)","Indianapolis city (balance), Indiana",48.30%,sex_and_age,±0.3
"('Male',)","Jacksonville city, Florida",48.40%,sex_and_age,±0.2
"('Male',)","Las Vegas city, Nevada",50.00%,sex_and_age,±0.8
"('Male',)","Los Angeles city, California",49.60%,sex_and_age,±0.3
"('Male',)","Memphis city, Tennessee",47.10%,sex_and_age,±0.5
"('Male',)","Milwaukee city, Wisconsin",47.90%,sex_and_age,±0.5
"('Male',)","New York city, New York",47.70%,sex_and_age,±0.1
"('Male',)","Oklahoma City city, Oklahoma",49.60%,sex_and_age,±0.6
"('Male',)","Philadelphia city, Pennsylvania",47.30%,sex_and_age,±0.1
"('Male',)","Phoenix city, Arizona",49.90%,sex_and_age,±0.4
"('Male',)","Portland city, Oregon",49.60%,sex_and_age,±0.4
"('Male',)","Sacramento city, California",48.90%,sex_and_age,±0.8
"('Male',)","San Antonio city, Texas",49.30%,sex_and_age,±0.3
"('Male',)","San Diego city, California",50.80%,sex_and_age,±0.5
"('Male',)","San Francisco city, California",50.90%,sex_and_age,±0.1
"('Male',)","San Jose city, California",50.50%,sex_and_age,±0.4
"('Male',)","Seattle city, Washington",49.70%,sex_and_age,±0.7
"('Male',)","Tucson city, Arizona",49.90%,sex_and_age,±0.6
"('Male',)","Washington city, District of Columbia",47.40%,sex_and_age,±0.1
"('Female',)","Albuquerque city, New Mexico",51.20%,sex_and_age,±0.5
"('Female',)","Austin city, Texas",49.30%,sex_and_age,±0.4
"('Female',)","Baltimore city, Maryland",53.10%,sex_and_age,±0.1
"('Female',)","Boston city, Massachusetts",51.70%,sex_and_age,±0.4
"('Female',)","Charlotte city, North Carolina",51.80%,sex_and_age,±0.3
"('Female',)","Chicago city, Illinois",51.50%,sex_and_age,±0.3
"('Female',)","Columbus city, Ohio",51.00%,sex_and_age,±0.4
"('Female',)","Dallas city, Texas",50.60%,sex_and_age,±0.5
"('Female',)","Denver city, Colorado",49.90%,sex_and_age,±0.1
"('Female',)","Detroit city, Michigan",52.60%,sex_and_age,±0.5
"('Female',)","El Paso city, Texas",51.10%,sex_and_age,±0.4
"('Female',)","Fort Worth city, Texas",51.20%,sex_and_age,±0.7
"('Female',)","Fresno city, California",51.00%,sex_and_age,±0.7
"('Female',)","Houston city, Texas",50.00%,sex_and_age,±0.4
"('Female',)","Indianapolis city (balance), Indiana",51.70%,sex_and_age,±0.3
"('Female',)","Jacksonville city, Florida",51.60%,sex_and_age,±0.2
"('Female',)","Las Vegas city, Nevada",50.00%,sex_and_age,±0.8
"('Female',)","Los Angeles city, California",50.40%,sex_and_age,±0.3
"('Female',)","Memphis city, Tennessee",52.90%,sex_and_age,±0.5
"('Female',)","Milwaukee city, Wisconsin",52.10%,sex_and_age,±0.5
"('Female',)","New York city, New York",52.30%,sex_and_age,±0.1
"('Female',)","Oklahoma City city, Oklahoma",50.40%,sex_and_age,±0.6
"('Female',)","Philadelphia city, Pennsylvania",52.70%,sex_and_age,±0.1
"('Female',)","Phoenix city, Arizona",50.10%,sex_and_age,±0.4
"('Female',)","Portland city, Oregon",50.40%,sex_and_age,±0.4
"('Female',)","Sacramento city, California",51.10%,sex_and_age,±0.8
"('Female',)","San Antonio city, Texas",50.70%,sex_and_age,±0.3
"('Female',)","San Diego city, California",49.20%,sex_and_age,±0.5
"('Female',)","San Francisco city, California",49.10%,sex_and_age,±0.1
"('Female',)","San Jose city, California",49.50%,sex_and_age,±0.4
"('Female',)","Seattle city, Washington",50.30%,sex_and_age,±0.7
"('Female',)","Tucson city, Arizona",50.10%,sex_and_age,±0.6
"('Female',)","Washington city, District of Columbia",52.60%,sex_and_age,±0.1
"('Under 5 years',)","Albuquerque city, New Mexico",5.80%,sex_and_age,±0.2
"('Under 5 years',)","Austin city, Texas",6.40%,sex_and_age,±0.3
"('Under 5 years',)","Baltimore city, Maryland",6.40%,sex_and_age,±0.1
"('Under 5 years',)","Boston city, Massachusetts",4.90%,sex_and_age,±0.3
"('Under 5 years',)","Charlotte city, North Carolina",6.60%,sex_and_age,±0.3
"('Under 5 years',)","Chicago city, Illinois",6.30%,sex_and_age,±0.2
"('Under 5 years',)","Columbus city, Ohio",7.20%,sex_and_age,±0.3
"('Under 5 years',)","Dallas city, Texas",7.60%,sex_and_age,±0.3
"('Under 5 years',)","Denver city, Colorado",6.10%,sex_and_age,±0.1
"('Under 5 years',)","Detroit city, Michigan",7.50%,sex_and_age,±0.3
"('Under 5 years',)","El Paso city, Texas",7.30%,sex_and_age,±0.4
"('Under 5 years',)","Fort Worth city, Texas",7.90%,sex_and_age,±0.5
"('Under 5 years',)","Fresno city, California",8.20%,sex_and_age,±0.4
"('Under 5 years',)","Houston city, Texas",8.10%,sex_and_age,±0.3
"('Under 5 years',)","Indianapolis city (balance), Indiana",7.40%,sex_and_age,±0.2
"('Under 5 years',)","Jacksonville city, Florida",6.80%,sex_and_age,±0.1
"('Under 5 years',)","Las Vegas city, Nevada",6.50%,sex_and_age,±0.5
"('Under 5 years',)","Los Angeles city, California",5.70%,sex_and_age,±0.2
"('Under 5 years',)","Memphis city, Tennessee",7.50%,sex_and_age,±0.3
"('Under 5 years',)","Milwaukee city, Wisconsin",7.40%,sex_and_age,±0.3
"('Under 5 years',)","New York city, New York",6.40%,sex_and_age,±0.1
"('Under 5 years',)","Oklahoma City city, Oklahoma",7.90%,sex_and_age,±0.3
"('Under 5 years',)","Philadelphia city, Pennsylvania",6.70%,sex_and_age,±0.1
"('Under 5 years',)","Phoenix city, Arizona",7.40%,sex_and_age,±0.3
"('Under 5 years',)","Portland city, Oregon",5.60%,sex_and_age,±0.3
"('Under 5 years',)","Sacramento city, California",7.00%,sex_and_age,±0.5
"('Under 5 years',)","San Antonio city, Texas",7.00%,sex_and_age,±0.2
"('Under 5 years',)","San Diego city, California",6.00%,sex_and_age,±0.3
"('Under 5 years',)","San Francisco city, California",4.50%,sex_and_age,±0.1
"('Under 5 years',)","San Jose city, California",6.20%,sex_and_age,±0.3
"('Under 5 years',)","Seattle city, Washington",5.00%,sex_and_age,±0.5
"('Under 5 years',)","Tucson city, Arizona",5.90%,sex_and_age,±0.4
"('Under 5 years',)","Washington city, District of Columbia",6.50%,sex_and_age,±0.1
"('5 to 17 years',)","Albuquerque city, New Mexico",16.90%,sex_and_age,±0.4
"('5 to 17 years',)","Austin city, Texas",14.00%,sex_and_age,±0.4
"('5 to 17 years',)","Baltimore city, Maryland",14.20%,sex_and_age,±0.1
"('5 to 17 years',)","Boston city, Massachusetts",10.60%,sex_and_age,±0.4
"('5 to 17 years',)","Charlotte city, North Carolina",16.60%,sex_and_age,±0.4
"('5 to 17 years',)","Chicago city, Illinois",14.40%,sex_and_age,±0.3
"('5 to 17 years',)","Columbus city, Ohio",15.40%,sex_and_age,±0.4
"('5 to 17 years',)","Dallas city, Texas",17.50%,sex_and_age,±0.5
"('5 to 17 years',)","Denver city, Colorado",13.70%,sex_and_age,±0.1
"('5 to 17 years',)","Detroit city, Michigan",17.40%,sex_and_age,±0.6
"('5 to 17 years',)","El Paso city, Texas",19.60%,sex_and_age,±0.5
"('5 to 17 years',)","Fort Worth city, Texas",19.10%,sex_and_age,±0.7
"('5 to 17 years',)","Fresno city, California",20.00%,sex_and_age,±0.8
"('5 to 17 years',)","Houston city, Texas",17.30%,sex_and_age,±0.5
"('5 to 17 years',)","Indianapolis city (balance), Indiana",17.10%,sex_and_age,±0.3
"('5 to 17 years',)","Jacksonville city, Florida",16.00%,sex_and_age,±0.2
"('5 to 17 years',)","Las Vegas city, Nevada",17.20%,sex_and_age,±0.8
"('5 to 17 years',)","Los Angeles city, California",14.80%,sex_and_age,±0.3
"('5 to 17 years',)","Memphis city, Tennessee",17.80%,sex_and_age,±0.5
"('5 to 17 years',)","Milwaukee city, Wisconsin",18.30%,sex_and_age,±0.5
"('5 to 17 years',)","New York city, New York",14.30%,sex_and_age,±0.1
"('5 to 17 years',)","Oklahoma City city, Oklahoma",18.50%,sex_and_age,±0.5
"('5 to 17 years',)","Philadelphia city, Pennsylvania",15.10%,sex_and_age,±0.1
"('5 to 17 years',)","Phoenix city, Arizona",18.80%,sex_and_age,±0.5
"('5 to 17 years',)","Portland city, Oregon",12.90%,sex_and_age,±0.4
"('5 to 17 years',)","Sacramento city, California",16.20%,sex_and_age,±0.8
"('5 to 17 years',)","San Antonio city, Texas",17.80%,sex_and_age,±0.3
"('5 to 17 years',)","San Diego city, California",14.00%,sex_and_age,±0.4
"('5 to 17 years',)","San Francisco city, California",8.90%,sex_and_age,±0.1
"('5 to 17 years',)","San Jose city, California",15.80%,sex_and_age,±0.5
"('5 to 17 years',)","Seattle city, Washington",10.80%,sex_and_age,±0.6
"('5 to 17 years',)","Tucson city, Arizona",15.40%,sex_and_age,±0.6
"('5 to 17 years',)","Washington city, District of Columbia",11.50%,sex_and_age,±0.1
"('18 to 24 years',)","Albuquerque city, New Mexico",9.00%,sex_and_age,±0.4
"('18 to 24 years',)","Austin city, Texas",10.30%,sex_and_age,±0.3
"('18 to 24 years',)","Baltimore city, Maryland",9.60%,sex_and_age,±0.1
"('18 to 24 years',)","Boston city, Massachusetts",15.00%,sex_and_age,±0.3
"('18 to 24 years',)","Charlotte city, North Carolina",9.80%,sex_and_age,±0.2
"('18 to 24 years',)","Chicago city, Illinois",10.10%,sex_and_age,±0.2
"('18 to 24 years',)","Columbus city, Ohio",11.40%,sex_and_age,±0.3
"('18 to 24 years',)","Dallas city, Texas",10.10%,sex_and_age,±0.4
"('18 to 24 years',)","Denver city, Colorado",8.10%,sex_and_age,±0.1
"('18 to 24 years',)","Detroit city, Michigan",10.20%,sex_and_age,±0.4
"('18 to 24 years',)","El Paso city, Texas",10.70%,sex_and_age,±0.4
"('18 to 24 years',)","Fort Worth city, Texas",9.90%,sex_and_age,±0.6
"('18 to 24 years',)","Fresno city, California",10.80%,sex_and_age,±0.6
"('18 to 24 years',)","Houston city, Texas",9.50%,sex_and_age,±0.3
"('18 to 24 years',)","Indianapolis city (balance), Indiana",9.30%,sex_and_age,±0.2
"('18 to 24 years',)","Jacksonville city, Florida",9.10%,sex_and_age,±0.2
"('18 to 24 years',)","Las Vegas city, Nevada",7.40%,sex_and_age,±0.5
"('18 to 24 years',)","Los Angeles city, California",10.30%,sex_and_age,±0.2
"('18 to 24 years',)","Memphis city, Tennessee",10.60%,sex_and_age,±0.4
"('18 to 24 years',)","Milwaukee city, Wisconsin",12.00%,sex_and_age,±0.4
"('18 to 24 years',)","New York city, New York",8.80%,sex_and_age,±0.1
"('18 to 24 years',)","Oklahoma City city, Oklahoma",8.80%,sex_and_age,±0.5
"('18 to 24 years',)","Philadelphia city, Pennsylvania",10.20%,sex_and_age,±0.1
"('18 to 24 years',)","Phoenix city, Arizona",9.90%,sex_and_age,±0.4
"('18 to 24 years',)","Portland city, Oregon",8.00%,sex_and_age,±0.3
"('18 to 24 years',)","Sacramento city, California",8.50%,sex_and_age,±0.7
"('18 to 24 years',)","San Antonio city, Texas",10.70%,sex_and_age,±0.3
"('18 to 24 years',)","San Diego city, California",11.10%,sex_and_age,±0.5
"('18 to 24 years',)","San Francisco city, California",7.20%,sex_and_age,±0.1
"('18 to 24 years',)","San Jose city, California",8.80%,sex_and_age,±0.4
"('18 to 24 years',)","Seattle city, Washington",9.90%,sex_and_age,±0.6
