Metric,City,Estimate,Group,Estimate Margin of Error
"('Under 5 years',)","Milwaukee city, Wisconsin",7.90%,sex_and_age,±0.3
"('Under 5 years',)","New York city, New York",6.70%,sex_and_age,±0.1
"('Under 5 years',)","Oklahoma City city, Oklahoma",7.40%,sex_and_age,±0.3
"('Under 5 years',)","Philadelphia city, Pennsylvania",7.10%,sex_and_age,±0.1
"('Under 5 years',)","Phoenix city, Arizona",7.50%,sex_and_age,±0.3
"('Under 5 years',)","Portland city, Oregon",5.30%,sex_and_age,±0.2
"('Under 5 years',)","San Antonio city, Texas",7.30%,sex_and_age,±0.2
"('Under 5 years',)","San Diego city, California",6.20%,sex_and_age,±0.3
"('Under 5 years',)","San Francisco city, California",4.60%,sex_and_age,±0.1
"('Under 5 years',)","San Jose city, California",6.40%,sex_and_age,±0.3
"('Under 5 years',)","Seattle city, Washington",5.10%,sex_and_age,±0.4
"('Under 5 years',)","Tucson city, Arizona",5.80%,sex_and_age,±0.5
"('Under 5 years',)","Washington city, District of Columbia",6.50%,sex_and_age,±0.1
"('5 to 17 years',)","Albuquerque city, New Mexico",16.50%,sex_and_age,±0.4
"('5 to 17 years',)","Austin city, Texas",14.50%,sex_and_age,±0.4
"('5 to 17 years',)","Baltimore city, Maryland",14.50%,sex_and_age,±0.1
"('5 to 17 years',)","Boston city, Massachusetts",11.20%,sex_and_age,±0.3
"('5 to 17 years',)","Charlotte city, North Carolina",17.10%,sex_and_age,±0.4
"('5 to 17 years',)","Chicago city, Illinois",15.20%,sex_and_age,±0.3
"('5 to 17 years',)","Columbus city, Ohio",15.30%,sex_and_age,±0.4
"('5 to 17 years',)","Dallas city, Texas",18.00%,sex_and_age,±0.5
"('5 to 17 years',)","Denver city, Colorado",14.10%,sex_and_age,±0.1
"('5 to 17 years',)","Detroit city, Michigan",17.90%,sex_and_age,±0.5
"('5 to 17 years',)","El Paso city, Texas",19.30%,sex_and_age,±0.4
"('5 to 17 years',)","Fort Worth city, Texas",20.10%,sex_and_age,±0.7
"('5 to 17 years',)","Fresno city, California",20.30%,sex_and_age,±0.7
"('5 to 17 years',)","Houston city, Texas",17.30%,sex_and_age,±0.5
"('5 to 17 years',)","Indianapolis city (balance), Indiana",17.30%,sex_and_age,±0.2
"('5 to 17 years',)","Jacksonville city, Florida",16.30%,sex_and_age,±0.2
"('5 to 17 years',)","Las Vegas city, Nevada",18.10%,sex_and_age,±0.7
"('5 to 17 years',)","Los Angeles city, California",15.40%,sex_and_age,±0.3
"('5 to 17 years',)","Memphis city, Tennessee",17.30%,sex_and_age,±0.5
"('5 to 17 years',)","Milwaukee city, Wisconsin",17.90%,sex_and_age,±0.5
"('5 to 17 years',)","New York city, New York",14.50%,sex_and_age,±0.1
"('5 to 17 years',)","Oklahoma City city, Oklahoma",18.00%,sex_and_age,±0.7
"('5 to 17 years',)","Philadelphia city, Pennsylvania",15.10%,sex_and_age,±0.1
"('5 to 17 years',)","Phoenix city, Arizona",19.30%,sex_and_age,±0.5
"('5 to 17 years',)","Portland city, Oregon",13.20%,sex_and_age,±0.4
"('5 to 17 years',)","San Antonio city, Texas",18.40%,sex_and_age,±0.4
"('5 to 17 years',)","San Diego city, California",14.20%,sex_and_age,±0.5
"('5 to 17 years',)","San Francisco city, California",8.80%,sex_and_age,±0.1
"('5 to 17 years',)","San Jose city, California",16.80%,sex_and_age,±0.4
"('5 to 17 years',)","Seattle city, Washington",9.80%,sex_and_age,±0.6
"('5 to 17 years',)","Tucson city, Arizona",15.50%,sex_and_age,±0.6
"('5 to 17 years',)","Washington city, District of Columbia",11.00%,sex_and_age,±0.1
"('18 to 24 years',)","Albuquerque city, New Mexico",9.90%,sex_and_age,±0.3
"('18 to 24 years',)","Austin city, Texas",11.20%,sex_and_age,±0.4
"('18 to 24 years',)","Baltimore city, Maryland",10.90%,sex_and_age,±0.1
"('18 to 24 years',)","Boston city, Massachusetts",15.80%,sex_and_age,±0.3
"('18 to 24 years',)","Charlotte city, North Carolina",10.40%,sex_and_age,±0.2
"('18 to 24 years',)","Chicago city, Illinois",10.60%,sex_and_age,±0.3
"('18 to 24 years',)","Columbus city, Ohio",12.30%,sex_and_age,±0.3
"('18 to 24 years',)","Dallas city, Texas",10.20%,sex_and_age,±0.4
"('18 to 24 years',)","Denver city, Colorado",8.70%,sex_and_age,±0.1
"('18 to 24 years',)","Detroit city, Michigan",11.80%,sex_and_age,±0.5
"('18 to 24 years',)","El Paso city, Texas",11.40%,sex_and_age,±0.4
"('18 to 24 years',)","Fort Worth city, Texas",10.40%,sex_and_age,±0.7
"('18 to 24 years',)","Fresno city, California",12.00%,sex_and_age,±0.7
"('18 to 24 years',)","Houston city, Texas",10.70%,sex_and_age,±0.3
"('18 to 24 years',)","Indianapolis city (balance), Indiana",10.00%,sex_and_age,±0.2
"('18 to 24 years',)","Jacksonville city, Florida",10.00%,sex_and_age,±0.1
"('18 to 24 years',)","Las Vegas city, Nevada",9.40%,sex_and_age,±0.6
"('18 to 24 years',)","Los Angeles city, California",11.00%,sex_and_age,±0.2
"('18 to 24 years',)","Memphis city, Tennessee",11.30%,sex_and_age,±0.3
"('18 to 24 years',)","Milwaukee city, Wisconsin",12.80%,sex_and_age,±0.3
"('18 to 24 years',)","New York city, New York",9.70%,sex_and_age,±0.1
"('18 to 24 years',)","Oklahoma City city, Oklahoma",9.30%,sex_and_age,±0.5
"('18 to 24 years',)","Philadelphia city, Pennsylvania",11.40%,sex_and_age,±0.1
"('18 to 24 years',)","Phoenix city, Arizona",10.10%,sex_and_age,±0.3
"('18 to 24 years',)","Portland city, Oregon",8.70%,sex_and_age,±0.3
"('18 to 24 years',)","San Antonio city, Texas",11.20%,sex_and_age,±0.2
"('18 to 24 years',)","San Diego city, California",11.90%,sex_and_age,±0.5
"('18 to 24 years',)","San Francisco city, California",7.80%,sex_and_age,±0.1
"('18 to 24 years',)","San Jose city, California",9.40%,sex_and_age,±0.4
"('18 to 24 years',)","Seattle city, Washington",10.90%,sex_and_age,±0.6
"('18 to 24 years',)","Tucson city, Arizona",16.60%,sex_and_age,±0.6
"('18 to 24 years',)","Washington city, District of Columbia",12.20%,sex_and_age,±0.1
"('25 to 34 years',)","Albuquerque city, New Mexico",16.00%,sex_and_age,±0.4
"('25 to 34 years',)","Austin city, Texas",21.90%,sex_and_age,±0.5
"('25 to 34 years',)","Baltimore city, Maryland",18.50%,sex_and_age,±0.1
"('25 to 34 years',)","Boston city, Massachusetts",23.60%,sex_and_age,±0.4
"('25 to 34 years',)","Charlotte city, North Carolina",17.50%,sex_and_age,±0.3
"('25 to 34 years',)","Chicago city, Illinois",19.30%,sex_and_age,±0.3
"('25 to 34 years',)","Columbus city, Ohio",20.40%,sex_and_age,±0.4
"('25 to 34 years',)","Dallas city, Texas",18.20%,sex_and_age,±0.5
