Metric,City,Estimate,Group,Estimate Margin of Error
"('Four or more races',)","Chicago city, Illinois",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Columbus city, Ohio",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Dallas city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Denver city, Colorado",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Detroit city, Michigan",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","El Paso city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Fort Worth city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Fresno city, California",0.10%,total_number_of_races_reported,±0.1
"('Four or more races',)","Houston city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Indianapolis city (balance), Indiana",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Jacksonville city, Florida",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Las Vegas city, Nevada",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Los Angeles city, California",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Memphis city, Tennessee",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Milwaukee city, Wisconsin",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","New York city, New York",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Oklahoma City city, Oklahoma",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Philadelphia city, Pennsylvania",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Phoenix city, Arizona",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Portland city, Oregon",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","San Antonio city, Texas",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","San Diego city, California",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","San Francisco city, California",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","San Jose city, California",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Seattle city, Washington",0.10%,total_number_of_races_reported,±0.1
"('Four or more races',)","Tucson city, Arizona",0.00%,total_number_of_races_reported,±0.1
"('Four or more races',)","Washington city, District of Columbia",0.00%,total_number_of_races_reported,±0.1
"('Total population',)","Albuquerque city, New Mexico","552,801",sex_and_age,±42
"('Total population',)","Austin city, Texas","820,601",sex_and_age,±60
"('Total population',)","Baltimore city, Maryland","619,493",sex_and_age,*****
"('Total population',)","Boston city, Massachusetts","624,969",sex_and_age,"±2,515"
"('Total population',)","Charlotte city, North Carolina","751,074",sex_and_age,±57
"('Total population',)","Chicago city, Illinois","2,707,123",sex_and_age,±43
"('Total population',)","Columbus city, Ohio","796,014",sex_and_age,"±3,069"
"('Total population',)","Dallas city, Texas","1,223,378",sex_and_age,±320
"('Total population',)","Denver city, Colorado","619,968",sex_and_age,*****
"('Total population',)","Detroit city, Michigan","706,640",sex_and_age,±49
"('Total population',)","El Paso city, Texas","665,577",sex_and_age,±45
"('Total population',)","Fort Worth city, Texas","760,758",sex_and_age,"±4,023"
"('Total population',)","Fresno city, California","501,365",sex_and_age,±54
"('Total population',)","Houston city, Texas","2,145,933",sex_and_age,"±2,238"
"('Total population',)","Indianapolis city (balance), Indiana","824,232",sex_and_age,"±4,864"
"('Total population',)","Jacksonville city, Florida","827,909",sex_and_age,±24
"('Total population',)","Las Vegas city, Nevada","589,340",sex_and_age,±94
"('Total population',)","Los Angeles city, California","3,819,708",sex_and_age,±76
"('Total population',)","Memphis city, Tennessee","652,078",sex_and_age,±97
"('Total population',)","Milwaukee city, Wisconsin","597,884",sex_and_age,±62
"('Total population',)","New York city, New York","8,244,910",sex_and_age,*****
"('Total population',)","Oklahoma City city, Oklahoma","591,912",sex_and_age,±70
"('Total population',)","Philadelphia city, Pennsylvania","1,536,471",sex_and_age,*****
"('Total population',)","Phoenix city, Arizona","1,469,484",sex_and_age,±75
"('Total population',)","Portland city, Oregon","595,325",sex_and_age,"±1,605"
"('Total population',)","San Antonio city, Texas","1,359,730",sex_and_age,±63
"('Total population',)","San Diego city, California","1,326,183",sex_and_age,±63
"('Total population',)","San Francisco city, California","812,826",sex_and_age,*****
"('Total population',)","San Jose city, California","967,478",sex_and_age,±82
"('Total population',)","Seattle city, Washington","620,778",sex_and_age,±43
"('Total population',)","Tucson city, Arizona","525,798",sex_and_age,±53
"('Total population',)","Washington city, District of Columbia","617,996",sex_and_age,*****
"('Male',)","Albuquerque city, New Mexico",48.60%,sex_and_age,±0.4
"('Male',)","Austin city, Texas",50.50%,sex_and_age,±0.5
"('Male',)","Baltimore city, Maryland",47.10%,sex_and_age,±0.1
"('Male',)","Boston city, Massachusetts",47.50%,sex_and_age,±0.3
"('Male',)","Charlotte city, North Carolina",48.00%,sex_and_age,±0.5
"('Male',)","Chicago city, Illinois",48.70%,sex_and_age,±0.3
"('Male',)","Columbus city, Ohio",48.90%,sex_and_age,±0.4
"('Male',)","Dallas city, Texas",50.20%,sex_and_age,±0.5
"('Male',)","Denver city, Colorado",50.10%,sex_and_age,±0.1
"('Male',)","Detroit city, Michigan",47.70%,sex_and_age,±0.4
"('Male',)","El Paso city, Texas",47.70%,sex_and_age,±0.4
"('Male',)","Fort Worth city, Texas",47.80%,sex_and_age,±0.7
"('Male',)","Fresno city, California",49.70%,sex_and_age,±0.8
"('Male',)","Houston city, Texas",50.00%,sex_and_age,±0.4
"('Male',)","Indianapolis city (balance), Indiana",47.90%,sex_and_age,±0.3
"('Male',)","Jacksonville city, Florida",48.50%,sex_and_age,±0.2
"('Male',)","Las Vegas city, Nevada",51.40%,sex_and_age,±1.0
"('Male',)","Los Angeles city, California",49.80%,sex_and_age,±0.3
"('Male',)","Memphis city, Tennessee",47.60%,sex_and_age,±0.5
"('Male',)","Milwaukee city, Wisconsin",48.00%,sex_and_age,±0.4
"('Male',)","New York city, New York",47.60%,sex_and_age,±0.1
"('Male',)","Oklahoma City city, Oklahoma",49.70%,sex_and_age,±0.6
"('Male',)","Philadelphia city, Pennsylvania",47.20%,sex_and_age,±0.1
"('Male',)","Phoenix city, Arizona",50.40%,sex_and_age,±0.5
"('Male',)","Portland city, Oregon",49.60%,sex_and_age,±0.5
"('Male',)","San Antonio city, Texas",48.60%,sex_and_age,±0.3
"('Male',)","San Diego city, California",50.50%,sex_and_age,±0.4
"('Male',)","San Francisco city, California",50.80%,sex_and_age,±0.1
"('Male',)","San Jose city, California",50.30%,sex_and_age,±0.4
"('Male',)","Seattle city, Washington",49.80%,sex_and_age,±0.7
"('Male',)","Tucson city, Arizona",50.00%,sex_and_age,±0.8
"('Male',)","Washington city, District of Columbia",47.30%,sex_and_age,±0.1
"('Female',)","Albuquerque city, New Mexico",51.40%,sex_and_age,±0.4
"('Female',)","Austin city, Texas",49.50%,sex_and_age,±0.5
"('Female',)","Baltimore city, Maryland",52.90%,sex_and_age,±0.1
"('Female',)","Boston city, Massachusetts",52.50%,sex_and_age,±0.3
"('Female',)","Charlotte city, North Carolina",52.00%,sex_and_age,±0.5
"('Female',)","Chicago city, Illinois",51.30%,sex_and_age,±0.3
"('Female',)","Columbus city, Ohio",51.10%,sex_and_age,±0.4
"('Female',)","Dallas city, Texas",49.80%,sex_and_age,±0.5
"('Female',)","Denver city, Colorado",49.90%,sex_and_age,±0.1
"('Female',)","Detroit city, Michigan",52.30%,sex_and_age,±0.4
"('Female',)","El Paso city, Texas",52.30%,sex_and_age,±0.4
"('Female',)","Fort Worth city, Texas",52.20%,sex_and_age,±0.7
"('Female',)","Fresno city, California",50.30%,sex_and_age,±0.8
"('Female',)","Houston city, Texas",50.00%,sex_and_age,±0.4
"('Female',)","Indianapolis city (balance), Indiana",52.10%,sex_and_age,±0.3
"('Female',)","Jacksonville city, Florida",51.50%,sex_and_age,±0.2
"('Female',)","Las Vegas city, Nevada",48.60%,sex_and_age,±1.0
"('Female',)","Los Angeles city, California",50.20%,sex_and_age,±0.3
"('Female',)","Memphis city, Tennessee",52.40%,sex_and_age,±0.5
"('Female',)","Milwaukee city, Wisconsin",52.00%,sex_and_age,±0.4
"('Female',)","New York city, New York",52.40%,sex_and_age,±0.1
"('Female',)","Oklahoma City city, Oklahoma",50.30%,sex_and_age,±0.6
"('Female',)","Philadelphia city, Pennsylvania",52.80%,sex_and_age,±0.1
"('Female',)","Phoenix city, Arizona",49.60%,sex_and_age,±0.5
"('Female',)","Portland city, Oregon",50.40%,sex_and_age,±0.5
"('Female',)","San Antonio city, Texas",51.40%,sex_and_age,±0.3
"('Female',)","San Diego city, California",49.50%,sex_and_age,±0.4
"('Female',)","San Francisco city, California",49.20%,sex_and_age,±0.1
"('Female',)","San Jose city, California",49.70%,sex_and_age,±0.4
"('Female',)","Seattle city, Washington",50.20%,sex_and_age,±0.7
"('Female',)","Tucson city, Arizona",50.00%,sex_and_age,±0.8
"('Female',)","Washington city, District of Columbia",52.70%,sex_and_age,±0.1
"('Under 5 years',)","Albuquerque city, New Mexico",6.90%,sex_and_age,±0.3
"('Under 5 years',)","Austin city, Texas",7.00%,sex_and_age,±0.4
"('Under 5 years',)","Baltimore city, Maryland",6.80%,sex_and_age,±0.1
"('Under 5 years',)","Boston city, Massachusetts",5.40%,sex_and_age,±0.3
"('Under 5 years',)","Charlotte city, North Carolina",7.50%,sex_and_age,±0.3
"('Under 5 years',)","Chicago city, Illinois",7.00%,sex_and_age,±0.2
"('Under 5 years',)","Columbus city, Ohio",7.70%,sex_and_age,±0.3
"('Under 5 years',)","Dallas city, Texas",8.20%,sex_and_age,±0.3
"('Under 5 years',)","Denver city, Colorado",7.40%,sex_and_age,±0.1
"('Under 5 years',)","Detroit city, Michigan",7.20%,sex_and_age,±0.3
"('Under 5 years',)","El Paso city, Texas",7.70%,sex_and_age,±0.4
"('Under 5 years',)","Fort Worth city, Texas",8.80%,sex_and_age,±0.5
"('Under 5 years',)","Fresno city, California",8.70%,sex_and_age,±0.5
"('Under 5 years',)","Houston city, Texas",8.00%,sex_and_age,±0.3
"('Under 5 years',)","Indianapolis city (balance), Indiana",7.60%,sex_and_age,±0.3
"('Under 5 years',)","Jacksonville city, Florida",7.00%,sex_and_age,±0.1
"('Under 5 years',)","Las Vegas city, Nevada",7.50%,sex_and_age,±0.8
"('Under 5 years',)","Los Angeles city, California",6.50%,sex_and_age,±0.2
"('Under 5 years',)","Memphis city, Tennessee",7.60%,sex_and_age,±0.3
"('Under 5 years',)","Milwaukee city, Wisconsin",7.90%,sex_and_age,±0.3
"('Under 5 years',)","New York city, New York",6.50%,sex_and_age,±0.1
"('Under 5 years',)","Oklahoma City city, Oklahoma",8.10%,sex_and_age,±0.4
"('Under 5 years',)","Philadelphia city, Pennsylvania",6.80%,sex_and_age,±0.1
"('Under 5 years',)","Phoenix city, Arizona",7.90%,sex_and_age,±0.4
"('Under 5 years',)","Portland city, Oregon",6.20%,sex_and_age,±0.3
"('Under 5 years',)","San Antonio city, Texas",7.50%,sex_and_age,±0.2
"('Under 5 years',)","San Diego city, California",6.30%,sex_and_age,±0.3
"('Under 5 years',)","San Francisco city, California",4.50%,sex_and_age,±0.1
"('Under 5 years',)","San Jose city, California",7.00%,sex_and_age,±0.3
"('Under 5 years',)","Seattle city, Washington",5.30%,sex_and_age,±0.4
"('Under 5 years',)","Tucson city, Arizona",6.60%,sex_and_age,±0.5
"('Under 5 years',)","Washington city, District of Columbia",5.90%,sex_and_age,±0.1
"('5 to 17 years',)","Albuquerque city, New Mexico",16.70%,sex_and_age,±0.5
"('5 to 17 years',)","Austin city, Texas",15.00%,sex_and_age,±0.5
"('5 to 17 years',)","Baltimore city, Maryland",14.70%,sex_and_age,±0.1
"('5 to 17 years',)","Boston city, Massachusetts",11.40%,sex_and_age,±0.4
"('5 to 17 years',)","Charlotte city, North Carolina",17.70%,sex_and_age,±0.5
"('5 to 17 years',)","Chicago city, Illinois",15.80%,sex_and_age,±0.3
"('5 to 17 years',)","Columbus city, Ohio",15.70%,sex_and_age,±0.5
"('5 to 17 years',)","Dallas city, Texas",18.30%,sex_and_age,±0.5
"('5 to 17 years',)","Denver city, Colorado",14.30%,sex_and_age,±0.1
"('5 to 17 years',)","Detroit city, Michigan",18.90%,sex_and_age,±0.5
"('5 to 17 years',)","El Paso city, Texas",20.60%,sex_and_age,±0.5
"('5 to 17 years',)","Fort Worth city, Texas",20.90%,sex_and_age,±0.7
"('5 to 17 years',)","Fresno city, California",20.90%,sex_and_age,±0.7
"('5 to 17 years',)","Houston city, Texas",17.70%,sex_and_age,±0.4
"('5 to 17 years',)","Indianapolis city (balance), Indiana",17.50%,sex_and_age,±0.3
"('5 to 17 years',)","Jacksonville city, Florida",16.50%,sex_and_age,±0.2
"('5 to 17 years',)","Las Vegas city, Nevada",18.30%,sex_and_age,±0.9
"('5 to 17 years',)","Los Angeles city, California",15.90%,sex_and_age,±0.3
"('5 to 17 years',)","Memphis city, Tennessee",17.40%,sex_and_age,±0.7
"('5 to 17 years',)","Milwaukee city, Wisconsin",18.50%,sex_and_age,±0.4
"('5 to 17 years',)","New York city, New York",15.00%,sex_and_age,±0.1
"('5 to 17 years',)","Oklahoma City city, Oklahoma",17.70%,sex_and_age,±0.6
"('5 to 17 years',)","Philadelphia city, Pennsylvania",15.70%,sex_and_age,±0.1
"('5 to 17 years',)","Phoenix city, Arizona",19.70%,sex_and_age,±0.6
"('5 to 17 years',)","Portland city, Oregon",13.30%,sex_and_age,±0.4
"('5 to 17 years',)","San Antonio city, Texas",18.90%,sex_and_age,±0.5
"('5 to 17 years',)","San Diego city, California",15.50%,sex_and_age,±0.4
"('5 to 17 years',)","San Francisco city, California",9.00%,sex_and_age,±0.1
"('5 to 17 years',)","San Jose city, California",17.10%,sex_and_age,±0.5
"('5 to 17 years',)","Seattle city, Washington",10.60%,sex_and_age,±0.6
"('5 to 17 years',)","Tucson city, Arizona",15.70%,sex_and_age,±0.8
"('5 to 17 years',)","Washington city, District of Columbia",11.20%,sex_and_age,±0.1
"('18 to 24 years',)","Albuquerque city, New Mexico",10.40%,sex_and_age,±0.4
"('18 to 24 years',)","Austin city, Texas",13.80%,sex_and_age,±0.4
"('18 to 24 years',)","Baltimore city, Maryland",12.20%,sex_and_age,±0.1
"('18 to 24 years',)","Boston city, Massachusetts",18.40%,sex_and_age,±0.3
"('18 to 24 years',)","Charlotte city, North Carolina",9.70%,sex_and_age,±0.4
"('18 to 24 years',)","Chicago city, Illinois",11.10%,sex_and_age,±0.2
"('18 to 24 years',)","Columbus city, Ohio",13.40%,sex_and_age,±0.4
"('18 to 24 years',)","Dallas city, Texas",10.40%,sex_and_age,±0.4
"('18 to 24 years',)","Denver city, Colorado",9.80%,sex_and_age,±0.1
"('18 to 24 years',)","Detroit city, Michigan",11.60%,sex_and_age,±0.4
"('18 to 24 years',)","El Paso city, Texas",11.60%,sex_and_age,±0.5
"('18 to 24 years',)","Fort Worth city, Texas",9.80%,sex_and_age,±0.6
"('18 to 24 years',)","Fresno city, California",13.20%,sex_and_age,±0.6
"('18 to 24 years',)","Houston city, Texas",10.90%,sex_and_age,±0.3
"('18 to 24 years',)","Indianapolis city (balance), Indiana",10.30%,sex_and_age,±0.2
"('18 to 24 years',)","Jacksonville city, Florida",10.40%,sex_and_age,±0.2
"('18 to 24 years',)","Las Vegas city, Nevada",8.30%,sex_and_age,±0.7
"('18 to 24 years',)","Los Angeles city, California",11.50%,sex_and_age,±0.2
"('18 to 24 years',)","Memphis city, Tennessee",11.70%,sex_and_age,±0.3
"('18 to 24 years',)","Milwaukee city, Wisconsin",13.30%,sex_and_age,±0.4
"('18 to 24 years',)","New York city, New York",10.30%,sex_and_age,±0.1
"('18 to 24 years',)","Oklahoma City city, Oklahoma",9.80%,sex_and_age,±0.5
"('18 to 24 years',)","Philadelphia city, Pennsylvania",12.90%,sex_and_age,±0.1
"('18 to 24 years',)","Phoenix city, Arizona",10.60%,sex_and_age,±0.4
"('18 to 24 years',)","Portland city, Oregon",9.20%,sex_and_age,±0.4
"('18 to 24 years',)","San Antonio city, Texas",11.30%,sex_and_age,±0.3
"('18 to 24 years',)","San Diego city, California",12.90%,sex_and_age,±0.5
"('18 to 24 years',)","San Francisco city, California",9.00%,sex_and_age,±0.1
"('18 to 24 years',)","San Jose city, California",9.30%,sex_and_age,±0.4
"('18 to 24 years',)","Seattle city, Washington",11.20%,sex_and_age,±0.8
"('18 to 24 years',)","Tucson city, Arizona",14.60%,sex_and_age,±0.7
"('18 to 24 years',)","Washington city, District of Columbia",13.60%,sex_and_age,±0.1
"('25 to 34 years',)","Albuquerque city, New Mexico",15.30%,sex_and_age,±0.4
"('25 to 34 years',)","Austin city, Texas",21.40%,sex_and_age,±0.6
"('25 to 34 years',)","Baltimore city, Maryland",17.10%,sex_and_age,±0.1
"('25 to 34 years',)","Boston city, Massachusetts",21.80%,sex_and_age,±0.4
"('25 to 34 years',)","Charlotte city, North Carolina",17.40%,sex_and_age,±0.5
"('25 to 34 years',)","Chicago city, Illinois",19.30%,sex_and_age,±0.3
"('25 to 34 years',)","Columbus city, Ohio",18.90%,sex_and_age,±0.6
"('25 to 34 years',)","Dallas city, Texas",18.60%,sex_and_age,±0.6
